# Turbulence results from CFL3D, Re_H=36,000, SST model
# Note: computed results were quasi-steady
# Note: extraction at x/H=-4 was at nearest cell-center
x,y,uv
 1.000000000E+00, 1.017307401E+00, -4.904253408E-03
 1.000000000E+00, 1.018818736E+00, -4.821208306E-03
 1.000000000E+00, 1.020342350E+00, -4.734193906E-03
 1.000000000E+00, 1.021879435E+00, -4.643186461E-03
 1.000000000E+00, 1.023430705E+00, -4.548211116E-03
 1.000000000E+00, 1.024997234E+00, -4.449292086E-03
 1.000000000E+00, 1.026580215E+00, -4.346469883E-03
 1.000000000E+00, 1.028180480E+00, -4.239839502E-03
 1.000000000E+00, 1.029799461E+00, -4.129495006E-03
 1.000000000E+00, 1.031438231E+00, -4.015594255E-03
 1.000000000E+00, 1.033098221E+00, -3.898317460E-03
 1.000000000E+00, 1.034780741E+00, -3.777903505E-03
 1.000000000E+00, 1.036487222E+00, -3.654646454E-03
 1.000000000E+00, 1.038219213E+00, -3.528895788E-03
 1.000000000E+00, 1.039978385E+00, -3.401057096E-03
 1.000000000E+00, 1.041766405E+00, -3.271621652E-03
 1.000000000E+00, 1.043585062E+00, -3.141144291E-03
 1.000000000E+00, 1.045436382E+00, -3.010239685E-03
 1.000000000E+00, 1.047322392E+00, -2.879600041E-03
 1.000000000E+00, 1.049245119E+00, -2.749980194E-03
 1.000000000E+00, 1.051206946E+00, -2.622171072E-03
 1.000000000E+00, 1.053210378E+00, -2.496995730E-03
 1.000000000E+00, 1.055257797E+00, -2.375292825E-03
 1.000000000E+00, 1.057352066E+00, -2.257866785E-03
 1.000000000E+00, 1.059496045E+00, -2.145486884E-03
 1.000000000E+00, 1.061692715E+00, -2.038850216E-03
 1.000000000E+00, 1.063945413E+00, -1.938546891E-03
 1.000000000E+00, 1.066257596E+00, -1.845045947E-03
 1.000000000E+00, 1.068632841E+00, -1.758686267E-03
 1.000000000E+00, 1.071074963E+00, -1.679662615E-03
 1.000000000E+00, 1.073588252E+00, -1.608021208E-03
 1.000000000E+00, 1.076176882E+00, -1.543689868E-03
 1.000000000E+00, 1.078845739E+00, -1.486463589E-03
 1.000000000E+00, 1.081599474E+00, -1.436050516E-03
 1.000000000E+00, 1.084443450E+00, -1.392069738E-03
 1.000000000E+00, 1.087383270E+00, -1.354082022E-03
 1.000000000E+00, 1.090424657E+00, -1.321610063E-03
 1.000000000E+00, 1.093573928E+00, -1.294147456E-03
 1.000000000E+00, 1.096837759E+00, -1.271180459E-03
 1.000000000E+00, 1.100223184E+00, -1.252198010E-03
 1.000000000E+00, 1.103737593E+00, -1.236700802E-03
 1.000000000E+00, 1.107388973E+00, -1.224209671E-03
 1.000000000E+00, 1.111185789E+00, -1.214271528E-03
 1.000000000E+00, 1.115136862E+00, -1.206464018E-03
 1.000000000E+00, 1.119251847E+00, -1.200398430E-03
 1.000000000E+00, 1.123540759E+00, -1.195725868E-03
 1.000000000E+00, 1.128014207E+00, -1.192140859E-03
 1.000000000E+00, 1.132683516E+00, -1.189367147E-03
 1.000000000E+00, 1.137560844E+00, -1.187152113E-03
 1.000000000E+00, 1.142658949E+00, -1.185283065E-03
 1.000000000E+00, 1.147991180E+00, -1.183585380E-03
 1.000000000E+00, 1.153571963E+00, -1.181913423E-03
 1.000000000E+00, 1.159416676E+00, -1.180151128E-03
 1.000000000E+00, 1.165541291E+00, -1.178208389E-03
 1.000000000E+00, 1.171962857E+00, -1.176017569E-03
 1.000000000E+00, 1.178699493E+00, -1.173529075E-03
 1.000000000E+00, 1.185770392E+00, -1.170707867E-03
 1.000000000E+00, 1.193195820E+00, -1.167529495E-03
 1.000000000E+00, 1.200997233E+00, -1.163975801E-03
 1.000000000E+00, 1.209197283E+00, -1.160041313E-03
 1.000000000E+00, 1.217820168E+00, -1.155734528E-03
 1.000000000E+00, 1.226891041E+00, -1.150918193E-03
 1.000000000E+00, 1.236445308E+00, -1.145530841E-03
 1.000000000E+00, 1.246588945E+00, -1.139743719E-03
 1.000000000E+00, 1.257356644E+00, -1.133530401E-03
 1.000000000E+00, 1.268784761E+00, -1.126725343E-03
 1.000000000E+00, 1.280911565E+00, -1.119301305E-03
 1.000000000E+00, 1.293777347E+00, -1.111225225E-03
 1.000000000E+00, 1.307424188E+00, -1.102466951E-03
 1.000000000E+00, 1.321896553E+00, -1.092998777E-03
 1.000000000E+00, 1.337240696E+00, -1.082798233E-03
 1.000000000E+00, 1.353505373E+00, -1.071850769E-03
 1.000000000E+00, 1.370741010E+00, -1.060153125E-03
 1.000000000E+00, 1.389000773E+00, -1.047715894E-03
 1.000000000E+00, 1.408339858E+00, -1.034560497E-03
 1.000000000E+00, 1.428815722E+00, -1.020734664E-03
 1.000000000E+00, 1.450488210E+00, -1.006414765E-03
 1.000000000E+00, 1.473419428E+00, -9.905572515E-04
 1.000000000E+00, 1.497673512E+00, -9.704287513E-04
 1.000000000E+00, 1.523316979E+00, -9.469762444E-04
 1.000000000E+00, 1.550418496E+00, -9.227511473E-04
 1.000000000E+00, 1.579048634E+00, -8.974908269E-04
 1.000000000E+00, 1.609279990E+00, -8.709292742E-04
 1.000000000E+00, 1.641186953E+00, -8.428699221E-04
 1.000000000E+00, 1.674845338E+00, -8.131248760E-04
 1.000000000E+00, 1.710332632E+00, -7.814877899E-04
 1.000000000E+00, 1.747727394E+00, -7.477176259E-04
 1.000000000E+00, 1.787108898E+00, -7.115213666E-04
 1.000000000E+00, 1.828557253E+00, -6.725533749E-04
 1.000000000E+00, 1.872152448E+00, -6.304616109E-04
 1.000000000E+00, 1.917974591E+00, -5.850095185E-04
 1.000000000E+00, 1.966102839E+00, -5.363004748E-04
 1.000000000E+00, 2.016615391E+00, -4.851073318E-04
 1.000000000E+00, 2.069588423E+00, -4.329017247E-04
 1.000000000E+00, 2.125096083E+00, -3.744165006E-04
 1.000000000E+00, 2.183209419E+00, -3.051731910E-04
 1.000000000E+00, 2.243995428E+00, -2.325512323E-04
 1.000000000E+00, 2.307517290E+00, -1.615749061E-04
 1.000000000E+00, 2.373832703E+00, -9.463616152E-05
 1.000000000E+00, 2.442992687E+00, -4.061595973E-05
 1.000000000E+00, 2.515042067E+00, -8.730663467E-06
 1.000000000E+00, 2.590017557E+00, 1.567977620E-06
 1.000000000E+00, 2.667947292E+00, 1.304473358E-06
 1.000000000E+00, 2.748849630E+00, 1.708516066E-07
 1.000000000E+00, 2.832732677E+00, 7.265486879E-09
 1.000000000E+00, 2.919592857E+00, 3.330211218E-09
 1.000000000E+00, 3.009414673E+00, 3.216859445E-09
 1.000000000E+00, 3.102169275E+00, 3.122713421E-09
 1.000000000E+00, 3.197814703E+00, 3.032120555E-09
 1.000000000E+00, 3.296294689E+00, 2.939988475E-09
 1.000000000E+00, 3.397537470E+00, 2.847179825E-09
 1.000000000E+00, 3.501456976E+00, 2.754087625E-09
 1.000000000E+00, 3.607951164E+00, 2.661067589E-09
 1.000000000E+00, 3.716902971E+00, 2.568463886E-09
 1.000000000E+00, 3.828179598E+00, 2.476604477E-09
 1.000000000E+00, 3.941633224E+00, 2.385794007E-09
 1.000000000E+00, 4.057101250E+00, 2.296309143E-09
 1.000000000E+00, 4.174407482E+00, 2.208398131E-09
 1.000000000E+00, 4.293362617E+00, 2.122281240E-09
 1.000000000E+00, 4.413764000E+00, 2.038150981E-09
 1.000000000E+00, 4.535399437E+00, 1.956171003E-09
 1.000000000E+00, 4.658046722E+00, 1.876478084E-09
 1.000000000E+00, 4.781475544E+00, 1.799182248E-09
 1.000000000E+00, 4.905449390E+00, 1.724369980E-09
 1.000000000E+00, 5.029727459E+00, 1.652103121E-09
 1.000000000E+00, 5.154065132E+00, 1.582422859E-09
 1.000000000E+00, 5.278218746E+00, 1.515349846E-09
 1.000000000E+00, 5.401944160E+00, 1.450888076E-09
 1.000000000E+00, 5.525001526E+00, 1.389024340E-09
 1.000000000E+00, 5.647155285E+00, 1.329732546E-09
 1.000000000E+00, 5.768176556E+00, 1.272973393E-09
 1.000000000E+00, 5.887844563E+00, 1.218696921E-09
 1.000000000E+00, 6.005949974E+00, 1.166846841E-09
 1.000000000E+00, 6.122292519E+00, 1.117371640E-09
 1.000000000E+00, 6.236685753E+00, 1.070223354E-09
 1.000000000E+00, 6.348957539E+00, 1.025345586E-09
 1.000000000E+00, 6.458948612E+00, 9.829090875E-10
 1.000000000E+00, 6.566515446E+00, 9.456461170E-10
 1.000000000E+00, 6.671530724E+00, 9.333718243E-10
 1.000000000E+00, 6.773881435E+00, 1.063646060E-09
 1.000000000E+00, 6.873472214E+00, 1.975166697E-09
 1.000000000E+00, 6.970221519E+00, 6.598768199E-09
 1.000000000E+00, 7.064064980E+00, 2.342080663E-08
 1.000000000E+00, 7.154951572E+00, 7.203828289E-08
 1.000000000E+00, 7.242846489E+00, 5.374706689E-07
 1.000000000E+00, 7.327727318E+00, 4.794640518E-06
 1.000000000E+00, 7.409585476E+00, 2.352507545E-05
 1.000000000E+00, 7.488424301E+00, 7.078497583E-05
 1.000000000E+00, 7.564259052E+00, 1.479603525E-04
 1.000000000E+00, 7.637114048E+00, 2.372107701E-04
 1.000000000E+00, 7.707024574E+00, 3.258329525E-04
 1.000000000E+00, 7.774034023E+00, 4.045825626E-04
 1.000000000E+00, 7.838192940E+00, 4.767204227E-04
 1.000000000E+00, 7.899559498E+00, 5.516446545E-04
 1.000000000E+00, 7.958196163E+00, 6.250955048E-04
 1.000000000E+00, 8.014171600E+00, 6.937303697E-04
 1.000000000E+00, 8.067558289E+00, 7.560638478E-04
 1.000000000E+00, 8.118432045E+00, 8.119130507E-04
 1.000000000E+00, 8.166871071E+00, 8.617784479E-04
 1.000000000E+00, 8.212956429E+00, 9.064043406E-04
 1.000000000E+00, 8.256769180E+00, 9.465400362E-04
 1.000000000E+00, 8.298392296E+00, 9.828385664E-04
 1.000000000E+00, 8.337908745E+00, 1.015831949E-03
 1.000000000E+00, 8.375400543E+00, 1.045947545E-03
 1.000000000E+00, 8.410949707E+00, 1.073537744E-03
 1.000000000E+00, 8.444638252E+00, 1.098906039E-03
 1.000000000E+00, 8.476546288E+00, 1.122320653E-03
 1.000000000E+00, 8.506752014E+00, 1.143122790E-03
 1.000000000E+00, 8.535332680E+00, 1.162011991E-03
 1.000000000E+00, 8.562361717E+00, 1.179977786E-03
 1.000000000E+00, 8.587914467E+00, 1.196689205E-03
 1.000000000E+00, 8.612060547E+00, 1.212203293E-03
 1.000000000E+00, 8.634868622E+00, 1.226594439E-03
 1.000000000E+00, 8.656404495E+00, 1.239928999E-03
 1.000000000E+00, 8.676732063E+00, 1.252268208E-03
 1.000000000E+00, 8.695914268E+00, 1.263668528E-03
 1.000000000E+00, 8.714008331E+00, 1.274178852E-03
 1.000000000E+00, 8.731071472E+00, 1.283844118E-03
 1.000000000E+00, 8.747159004E+00, 1.292705419E-03
 1.000000000E+00, 8.762321472E+00, 1.300798496E-03
 1.000000000E+00, 8.776609421E+00, 1.308156876E-03
 1.000000000E+00, 8.790069580E+00, 1.314810361E-03
 1.000000000E+00, 8.802747726E+00, 1.320786192E-03
 1.000000000E+00, 8.814686775E+00, 1.326109516E-03
 1.000000000E+00, 8.825927734E+00, 1.330803498E-03
 1.000000000E+00, 8.836508751E+00, 1.334889093E-03
 1.000000000E+00, 8.846467972E+00, 1.338386443E-03
 1.000000000E+00, 8.855840683E+00, 1.341314288E-03
 1.000000000E+00, 8.864658356E+00, 1.343688928E-03
 1.000000000E+00, 8.872954369E+00, 1.345527242E-03
 1.000000000E+00, 8.880758286E+00, 1.346843783E-03
 1.000000000E+00, 8.888097763E+00, 1.347652054E-03
 1.000000000E+00, 8.894999504E+00, 1.347964746E-03
 1.000000000E+00, 8.901489258E+00, 1.347793150E-03
 1.000000000E+00, 8.907591820E+00, 1.347146695E-03
 1.000000000E+00, 8.913328171E+00, 1.346034114E-03
 1.000000000E+00, 8.918721199E+00, 1.344461576E-03
 1.000000000E+00, 8.923790932E+00, 1.342433738E-03
 1.000000000E+00, 8.928555489E+00, 1.339953509E-03
 1.000000000E+00, 8.933032990E+00, 1.337021007E-03
 1.000000000E+00, 8.937240601E+00, 1.333634020E-03
 1.000000000E+00, 8.941195488E+00, 1.329786261E-03
 1.000000000E+00, 8.944911003E+00, 1.325470279E-03
 1.000000000E+00, 8.948401451E+00, 1.320673968E-03
 1.000000000E+00, 8.951682091E+00, 1.315378468E-03
 1.000000000E+00, 8.954763412E+00, 1.309566549E-03
 1.000000000E+00, 8.957657814E+00, 1.303210738E-03
 1.000000000E+00, 8.960377693E+00, 1.296276227E-03
 1.000000000E+00, 8.962932587E+00, 1.288726577E-03
 1.000000000E+00, 8.965332031E+00, 1.280518016E-03
 1.000000000E+00, 8.967585564E+00, 1.271595713E-03
 1.000000000E+00, 8.969702721E+00, 1.261889469E-03
 1.000000000E+00, 8.971691132E+00, 1.251328853E-03
 1.000000000E+00, 8.973558426E+00, 1.239829347E-03
 1.000000000E+00, 8.975313187E+00, 1.227278030E-03
 1.000000000E+00, 8.976960182E+00, 1.213571522E-03
 1.000000000E+00, 8.978507042E+00, 1.198563958E-03
 1.000000000E+00, 8.979959488E+00, 1.182098524E-03
 1.000000000E+00, 8.981324196E+00, 1.163981273E-03
 1.000000000E+00, 8.982604980E+00, 1.144014765E-03
 1.000000000E+00, 8.983808517E+00, 1.121935318E-03
 1.000000000E+00, 8.984937668E+00, 1.097882749E-03
 1.000000000E+00, 8.985999107E+00, 1.070402330E-03
 1.000000000E+00, 8.986994743E+00, 1.038680319E-03
 1.000000000E+00, 8.987930298E+00, 1.003310899E-03
 1.000000000E+00, 8.988808632E+00, 9.641827201E-04
 1.000000000E+00, 8.989633560E+00, 9.209307609E-04
 1.000000000E+00, 8.990407944E+00, 8.732902934E-04
 1.000000000E+00, 8.991134644E+00, 8.211078239E-04
 1.000000000E+00, 8.991817474E+00, 7.642937126E-04
 1.000000000E+00, 8.992458344E+00, 7.020372432E-04
 1.000000000E+00, 8.993061066E+00, 6.319963140E-04
 1.000000000E+00, 8.993625641E+00, 5.553909577E-04
 1.000000000E+00, 8.994156837E+00, 4.745377519E-04
 1.000000000E+00, 8.994654655E+00, 3.919012088E-04
 1.000000000E+00, 8.995122910E+00, 3.105601063E-04
 1.000000000E+00, 8.995561600E+00, 2.349069400E-04
 1.000000000E+00, 8.995974541E+00, 1.685067691E-04
 1.000000000E+00, 8.996361732E+00, 1.143272093E-04
 1.000000000E+00, 8.996725082E+00, 7.326086052E-05
 1.000000000E+00, 8.997066498E+00, 4.430870104E-05
 1.000000000E+00, 8.997386932E+00, 2.532084909E-05
 1.000000000E+00, 8.997687340E+00, 1.366970901E-05
 1.000000000E+00, 8.997969627E+00, 6.949169347E-06
 1.000000000E+00, 8.998234749E+00, 3.309792191E-06
 1.000000000E+00, 8.998484612E+00, 1.456713790E-06
 1.000000000E+00, 8.998718262E+00, 5.876639761E-07
 1.000000000E+00, 8.998937607E+00, 2.113225150E-07
 1.000000000E+00, 8.999143600E+00, 6.524284402E-08
 1.000000000E+00, 8.999337196E+00, 1.622383650E-08
 1.000000000E+00, 8.999519348E+00, 2.930050425E-09
 1.000000000E+00, 8.999689102E+00, 3.247157543E-10
 1.000000000E+00, 8.999849319E+00, 1.439419330E-11
 1.000000000E+00, 9.000000000E+00, 0.000000000E+00
 4.000000000E+00, 0.000000000E+00, 0.000000000E+00
 4.000000000E+00, 1.491991279E-04, 2.686544780E-12
 4.000000000E+00, 3.034094116E-04, 5.595662128E-11
 4.000000000E+00, 4.630724143E-04, 4.678360477E-10
 4.000000000E+00, 6.286503049E-04, 2.367981811E-09
 4.000000000E+00, 8.006272255E-04, 8.754901692E-09
 4.000000000E+00, 9.795111837E-04, 2.619470152E-08
 4.000000000E+00, 1.165835070E-03, 6.743081826E-08
 4.000000000E+00, 1.360159134E-03, 1.552660507E-07
 4.000000000E+00, 1.563072088E-03, 3.281797092E-07
 4.000000000E+00, 1.775193494E-03, 6.482309800E-07
 4.000000000E+00, 1.997175394E-03, 1.211819722E-06
 4.000000000E+00, 2.229704522E-03, 2.163732461E-06
 4.000000000E+00, 2.473504748E-03, 3.714403420E-06
 4.000000000E+00, 2.729339059E-03, 6.159181794E-06
 4.000000000E+00, 2.998012351E-03, 9.896249139E-06
 4.000000000E+00, 3.280373057E-03, 1.543632970E-05
 4.000000000E+00, 3.577317111E-03, 2.339292587E-05
 4.000000000E+00, 3.889790038E-03, 3.443783498E-05
 4.000000000E+00, 4.218789749E-03, 4.920758511E-05
 4.000000000E+00, 4.565369803E-03, 6.815751840E-05
 4.000000000E+00, 4.930642899E-03, 9.138534369E-05
 4.000000000E+00, 5.315783899E-03, 1.184776411E-04
 4.000000000E+00, 5.722032860E-03, 1.484508102E-04
 4.000000000E+00, 6.150700618E-03, 1.798378071E-04
 4.000000000E+00, 6.603169255E-03, 2.109128400E-04
 4.000000000E+00, 7.080899552E-03, 2.399822552E-04
 4.000000000E+00, 7.585432846E-03, 2.656418656E-04
 4.000000000E+00, 8.118395694E-03, 2.869286400E-04
 4.000000000E+00, 8.681505919E-03, 3.033481480E-04
 4.000000000E+00, 9.276572615E-03, 3.148070246E-04
 4.000000000E+00, 9.905505925E-03, 3.214985773E-04
 4.000000000E+00, 1.057032123E-02, 3.237837227E-04
 4.000000000E+00, 1.127313823E-02, 3.220935760E-04
 4.000000000E+00, 1.201619487E-02, 3.168618714E-04
 4.000000000E+00, 1.280184276E-02, 3.084852360E-04
 4.000000000E+00, 1.363256015E-02, 2.973044757E-04
 4.000000000E+00, 1.451095287E-02, 2.835993364E-04
 4.000000000E+00, 1.543976087E-02, 2.675910364E-04
 4.000000000E+00, 1.642186195E-02, 2.494485525E-04
 4.000000000E+00, 1.746027544E-02, 2.292959252E-04
 4.000000000E+00, 1.855817065E-02, 2.072193602E-04
 4.000000000E+00, 1.971887052E-02, 1.832737616E-04
 4.000000000E+00, 2.094585076E-02, 1.574883063E-04
 4.000000000E+00, 2.224275284E-02, 1.298707793E-04
 4.000000000E+00, 2.361337468E-02, 1.004115911E-04
 4.000000000E+00, 2.506168745E-02, 6.908637442E-05
 4.000000000E+00, 2.659182623E-02, 3.585869490E-05
 4.000000000E+00, 2.820809931E-02, 6.818033853E-07
 4.000000000E+00, 2.991498262E-02, -3.649971404E-05
 4.000000000E+00, 3.171712533E-02, -7.574872143E-05
 4.000000000E+00, 3.361934423E-02, -1.171344702E-04
 4.000000000E+00, 3.562662005E-02, -1.607315644E-04
 4.000000000E+00, 3.774409369E-02, -2.066191519E-04
 4.000000000E+00, 3.997706622E-02, -2.548804914E-04
 4.000000000E+00, 4.233097658E-02, -3.056017449E-04
 4.000000000E+00, 4.481140897E-02, -3.588719119E-04
 4.000000000E+00, 4.742406681E-02, -4.147817381E-04
 4.000000000E+00, 5.017476901E-02, -4.734233371E-04
 4.000000000E+00, 5.306942016E-02, -5.348893465E-04
 4.000000000E+00, 5.611399934E-02, -5.992722581E-04
 4.000000000E+00, 5.931453779E-02, -6.666638656E-04
 4.000000000E+00, 6.267708540E-02, -7.371542742E-04
 4.000000000E+00, 6.620769203E-02, -8.108311449E-04
 4.000000000E+00, 6.991236657E-02, -8.877789951E-04
 4.000000000E+00, 7.379703224E-02, -9.680779185E-04
 4.000000000E+00, 7.786751539E-02, -1.051803119E-03
 4.000000000E+00, 8.212947100E-02, -1.139023225E-03
 4.000000000E+00, 8.658834547E-02, -1.229800051E-03
 4.000000000E+00, 9.124935418E-02, -1.324187149E-03
 4.000000000E+00, 9.611737728E-02, -1.422228059E-03
 4.000000000E+00, 1.011969596E-01, -1.523956424E-03
 4.000000000E+00, 1.064922065E-01, -1.629393781E-03
 4.000000000E+00, 1.120067686E-01, -1.738549094E-03
 4.000000000E+00, 1.177437529E-01, -1.851417357E-03
 4.000000000E+00, 1.237056628E-01, -1.967978198E-03
 4.000000000E+00, 1.298943758E-01, -2.088195644E-03
 4.000000000E+00, 1.363110244E-01, -2.212016145E-03
 4.000000000E+00, 1.429560333E-01, -2.339369385E-03
 4.000000000E+00, 1.498289704E-01, -2.470165025E-03
 4.000000000E+00, 1.569285691E-01, -2.604294335E-03
 4.000000000E+00, 1.642526984E-01, -2.741629723E-03
 4.000000000E+00, 1.717982590E-01, -2.882022178E-03
 4.000000000E+00, 1.795612723E-01, -3.025304293E-03
 4.000000000E+00, 1.875367612E-01, -3.171288408E-03
 4.000000000E+00, 1.957188249E-01, -3.319768235E-03
 4.000000000E+00, 2.041006386E-01, -3.470519092E-03
 4.000000000E+00, 2.126744539E-01, -3.623299534E-03
 4.000000000E+00, 2.214316726E-01, -3.777852282E-03
 4.000000000E+00, 2.303628474E-01, -3.933905624E-03
 4.000000000E+00, 2.394578308E-01, -4.091176204E-03
 4.000000000E+00, 2.487057447E-01, -4.249371123E-03
 4.000000000E+00, 2.580951750E-01, -4.408189561E-03
 4.000000000E+00, 2.676141858E-01, -4.567326512E-03
 4.000000000E+00, 2.772505283E-01, -4.726475105E-03
 4.000000000E+00, 2.869916260E-01, -4.885328934E-03
 4.000000000E+00, 2.968248427E-01, -5.043585319E-03
 4.000000000E+00, 3.067375124E-01, -5.200949498E-03
 4.000000000E+00, 3.167170882E-01, -5.357134156E-03
 4.000000000E+00, 3.267513216E-01, -5.511864554E-03
 4.000000000E+00, 3.368283808E-01, -5.664880853E-03
 4.000000000E+00, 3.469369113E-01, -5.815935787E-03
 4.000000000E+00, 3.570661843E-01, -5.964800250E-03
 4.000000000E+00, 3.672063053E-01, -6.111260504E-03
 4.000000000E+00, 3.773481846E-01, -6.255118642E-03
 4.000000000E+00, 3.874836862E-01, -6.396189332E-03
 4.000000000E+00, 3.976057470E-01, -6.534301210E-03
 4.000000000E+00, 4.077083766E-01, -6.669320632E-03
 4.000000000E+00, 4.177867472E-01, -6.810401101E-03
 4.000000000E+00, 4.278372228E-01, -6.953872740E-03
 4.000000000E+00, 4.378574789E-01, -7.073025685E-03
 4.000000000E+00, 4.478463233E-01, -7.174178027E-03
 4.000000000E+00, 4.578039348E-01, -7.275703829E-03
 4.000000000E+00, 4.677316844E-01, -7.374820765E-03
 4.000000000E+00, 4.776322544E-01, -7.469930686E-03
 4.000000000E+00, 4.875094593E-01, -7.560198195E-03
 4.000000000E+00, 4.973684549E-01, -7.645285688E-03
 4.000000000E+00, 5.072153807E-01, -7.725161966E-03
 4.000000000E+00, 5.170577168E-01, -7.799947634E-03
 4.000000000E+00, 5.269038081E-01, -7.869798690E-03
 4.000000000E+00, 5.367631316E-01, -7.934832014E-03
 4.000000000E+00, 5.466462970E-01, -7.995088585E-03
 4.000000000E+00, 5.565645695E-01, -8.050519973E-03
 4.000000000E+00, 5.665303469E-01, -8.101003245E-03
 4.000000000E+00, 5.765568614E-01, -8.146343753E-03
 4.000000000E+00, 5.866580606E-01, -8.186304010E-03
 4.000000000E+00, 5.968486667E-01, -8.220600896E-03
 4.000000000E+00, 6.071442962E-01, -8.248932660E-03
 4.000000000E+00, 6.175611019E-01, -8.271043189E-03
 4.000000000E+00, 6.278738976E-01, -8.286341093E-03
 4.000000000E+00, 6.379622221E-01, -8.294831030E-03
 4.000000000E+00, 6.478335261E-01, -8.296893910E-03
 4.000000000E+00, 6.574950814E-01, -8.292965591E-03
 4.000000000E+00, 6.669541597E-01, -8.283488452E-03
 4.000000000E+00, 6.762180924E-01, -8.268909529E-03
 4.000000000E+00, 6.852939129E-01, -8.249687031E-03
 4.000000000E+00, 6.941888332E-01, -8.226273581E-03
 4.000000000E+00, 7.029097676E-01, -8.199121803E-03
 4.000000000E+00, 7.114635706E-01, -8.168675005E-03
 4.000000000E+00, 7.198569179E-01, -8.135367185E-03
 4.000000000E+00, 7.280963063E-01, -8.099616505E-03
 4.000000000E+00, 7.361881137E-01, -8.061828092E-03
 4.000000000E+00, 7.441385388E-01, -8.022387512E-03
 4.000000000E+00, 7.519535422E-01, -7.981664501E-03
 4.000000000E+00, 7.596390247E-01, -7.940009236E-03
 4.000000000E+00, 7.672005892E-01, -7.897750475E-03
 4.000000000E+00, 7.746436596E-01, -7.855199277E-03
 4.000000000E+00, 7.819736004E-01, -7.812645286E-03
 4.000000000E+00, 7.891953588E-01, -7.770361844E-03
 4.000000000E+00, 7.963139415E-01, -7.728599478E-03
 4.000000000E+00, 8.033339977E-01, -7.687591948E-03
 4.000000000E+00, 8.102601171E-01, -7.647554856E-03
 4.000000000E+00, 8.170966506E-01, -7.608686108E-03
 4.000000000E+00, 8.238478303E-01, -7.571165916E-03
 4.000000000E+00, 8.305176497E-01, -7.535160985E-03
 4.000000000E+00, 8.371100426E-01, -7.500819862E-03
 4.000000000E+00, 8.436287045E-01, -7.468278985E-03
 4.000000000E+00, 8.500772119E-01, -7.437662221E-03
 4.000000000E+00, 8.564589620E-01, -7.409088779E-03
 4.000000000E+00, 8.627773523E-01, -7.382686250E-03
 4.000000000E+00, 8.690354228E-01, -7.358609699E-03
 4.000000000E+00, 8.752363324E-01, -7.337079383E-03
 4.000000000E+00, 8.813829422E-01, -7.318141405E-03
 4.000000000E+00, 8.874780536E-01, -7.283454295E-03
 4.000000000E+00, 8.935243487E-01, -7.235437166E-03
 4.000000000E+00, 8.995244503E-01, -7.187726442E-03
 4.000000000E+00, 9.054808617E-01, -7.132858969E-03
 4.000000000E+00, 9.113958478E-01, -7.070177235E-03
 4.000000000E+00, 9.172718525E-01, -6.999863777E-03
 4.000000000E+00, 9.231110215E-01, -6.922098342E-03
 4.000000000E+00, 9.289155006E-01, -6.837066263E-03
 4.000000000E+00, 9.346873164E-01, -6.744953338E-03
 4.000000000E+00, 9.404284954E-01, -6.645946298E-03
 4.000000000E+00, 9.461408854E-01, -6.540235598E-03
 4.000000000E+00, 9.518263936E-01, -6.428013556E-03
 4.000000000E+00, 9.574867487E-01, -6.309480872E-03
 4.000000000E+00, 9.631237388E-01, -6.184844766E-03
 4.000000000E+00, 9.687389135E-01, -6.054327823E-03
 4.000000000E+00, 9.743340611E-01, -5.918158218E-03
 4.000000000E+00, 9.799106121E-01, -5.776577163E-03
 4.000000000E+00, 9.854701161E-01, -5.629868247E-03
 4.000000000E+00, 9.910140634E-01, -5.478350911E-03
 4.000000000E+00, 9.965439439E-01, -5.322325043E-03
 4.000000000E+00, 1.002061009E+00, -5.162123591E-03
 4.000000000E+00, 1.007566810E+00, -4.998122342E-03
 4.000000000E+00, 1.013062596E+00, -4.830738530E-03
 4.000000000E+00, 1.018549681E+00, -4.660421051E-03
 4.000000000E+00, 1.024029255E+00, -4.487665370E-03
 4.000000000E+00, 1.029502630E+00, -4.313002806E-03
 4.000000000E+00, 1.034971118E+00, -4.137014039E-03
 4.000000000E+00, 1.040435791E+00, -3.960338887E-03
 4.000000000E+00, 1.045897961E+00, -3.783636494E-03
 4.000000000E+00, 1.051358581E+00, -3.607601626E-03
 4.000000000E+00, 1.056823611E+00, -3.432844300E-03
 4.000000000E+00, 1.062298656E+00, -3.260044847E-03
 4.000000000E+00, 1.067785144E+00, -3.090010956E-03
 4.000000000E+00, 1.073284030E+00, -2.923571737E-03
 4.000000000E+00, 1.078796625E+00, -2.761554206E-03
 4.000000000E+00, 1.084324241E+00, -2.604762558E-03
 4.000000000E+00, 1.089868069E+00, -2.453962574E-03
 4.000000000E+00, 1.095429659E+00, -2.309844829E-03
 4.000000000E+00, 1.101010084E+00, -2.173026325E-03
 4.000000000E+00, 1.106611013E+00, -2.044000896E-03
 4.000000000E+00, 1.112233639E+00, -1.923151664E-03
 4.000000000E+00, 1.117879629E+00, -1.810721238E-03
 4.000000000E+00, 1.123550415E+00, -1.706821029E-03
 4.000000000E+00, 1.129247665E+00, -1.611423679E-03
 4.000000000E+00, 1.134972930E+00, -1.524384483E-03
 4.000000000E+00, 1.140727997E+00, -1.445446047E-03
 4.000000000E+00, 1.146514416E+00, -1.374263084E-03
