# Skin friction coefficient results from CFL3D, Re_H=36,000, SST model
# Note: computed results were quasi-steady
x,cf
 -1.588007569E+00, 3.058144823E-03
 -1.546800613E+00, 3.061798401E-03
 -1.506389856E+00, 3.065491095E-03
 -1.466754198E+00, 3.069223603E-03
 -1.427873492E+00, 3.072997555E-03
 -1.389727592E+00, 3.076814348E-03
 -1.352296948E+00, 3.080675146E-03
 -1.315562248E+00, 3.084582277E-03
 -1.279504538E+00, 3.088537604E-03
 -1.244105458E+00, 3.092542756E-03
 -1.209346533E+00, 3.096600529E-03
 -1.175209999E+00, 3.100713249E-03
 -1.141678214E+00, 3.104883712E-03
 -1.108734131E+00, 3.109114943E-03
 -1.076360583E+00, 3.113410436E-03
 -1.044541001E+00, 3.117773682E-03
 -1.013258934E+00, 3.122208407E-03
 -9.824983478E-01, 3.126719501E-03
 -9.522433877E-01, 3.131311154E-03
 -9.224784970E-01, 3.135988954E-03
 -8.931883574E-01, 3.140758490E-03
 -8.643579483E-01, 3.145626280E-03
 -8.359723091E-01, 3.150599077E-03
 -8.080168962E-01, 3.155684564E-03
 -7.804773450E-01, 3.160891589E-03
 -7.533394694E-01, 3.166228998E-03
 -7.265893221E-01, 3.171707736E-03
 -7.002130747E-01, 3.177339444E-03
 -6.741971374E-01, 3.183136927E-03
 -6.485282183E-01, 3.189114854E-03
 -6.231930852E-01, 3.195289755E-03
 -5.981786847E-01, 3.201680025E-03
 -5.734720826E-01, 3.208306851E-03
 -5.490606427E-01, 3.215194680E-03
 -5.249317288E-01, 3.222371452E-03
 -5.010730028E-01, 3.229869762E-03
 -4.774721563E-01, 3.237727564E-03
 -4.541170299E-01, 3.245986765E-03
 -4.309956133E-01, 3.254694631E-03
 -4.080959857E-01, 3.263901453E-03
 -3.854064047E-01, 3.273662180E-03
 -3.629151583E-01, 3.284041770E-03
 -3.406107128E-01, 3.295133822E-03
 -3.184815347E-01, 3.307093168E-03
 -2.965162694E-01, 3.320187563E-03
 -2.747035921E-01, 3.334847512E-03
 -2.530322969E-01, 3.351670457E-03
 -2.314912230E-01, 3.371289233E-03
 -2.100692838E-01, 3.393999999E-03
 -1.887554526E-01, 3.419013927E-03
 -1.675387621E-01, 3.443523776E-03
 -1.464083046E-01, 3.461584914E-03
 -1.253531873E-01, 3.464858048E-03
 -1.043625772E-01, 3.443751251E-03
 -8.342568576E-02, 3.398844972E-03
 -6.253172457E-02, 3.333784873E-03
 -4.166994616E-02, 3.366895253E-03
 -2.082961239E-02, 5.755322520E-03
 2.083333395E-02, -4.640085990E-06
 4.166666791E-02, -2.855654202E-06
 6.250000000E-02, 5.176244144E-07
 8.333333582E-02, 3.399300795E-06
 1.041666642E-01, 6.020623459E-06
 1.250000000E-01, 8.604824870E-06
 1.458333284E-01, 1.119467470E-05
 1.666666716E-01, 1.379260266E-05
 1.875000000E-01, 1.635434273E-05
 2.083333284E-01, 1.882867218E-05
 2.291666716E-01, 2.116133692E-05
 2.500000000E-01, 2.330185634E-05
 2.708333433E-01, 2.520517410E-05
 2.916666567E-01, 2.683831917E-05
 3.125000000E-01, 2.818272878E-05
 3.333333433E-01, 2.923369539E-05
 3.541666567E-01, 2.999963363E-05
 3.750000000E-01, 3.050041050E-05
 3.958333433E-01, 3.076475332E-05
 4.166666567E-01, 3.082820331E-05
 4.375000000E-01, 3.073120024E-05
 4.583333433E-01, 3.051667227E-05
 4.791666567E-01, 3.022831879E-05
 5.000000000E-01, 2.990949179E-05
 5.208333135E-01, 2.960163874E-05
 5.416666865E-01, 2.934335680E-05
 5.625000000E-01, 2.916971425E-05
 5.833333135E-01, 2.911143383E-05
 6.041666865E-01, 2.919172402E-05
 6.250000000E-01, 2.943164873E-05
 6.458333135E-01, 2.986622349E-05
 6.666666865E-01, 3.053460750E-05
 6.875000000E-01, 3.145495793E-05
 7.083333135E-01, 3.262362588E-05
 7.291666865E-01, 3.402424773E-05
 7.500000000E-01, 3.563165592E-05
 7.708333135E-01, 3.741524051E-05
 7.916666865E-01, 3.934208507E-05
 8.125000000E-01, 4.137908763E-05
 8.333333135E-01, 4.349375013E-05
 8.541666865E-01, 4.565366908E-05
 8.750000000E-01, 4.782498945E-05
 8.958333135E-01, 4.997034921E-05
 9.166666865E-01, 5.204670742E-05
 9.375000000E-01, 5.400354348E-05
 9.583333135E-01, 5.578162018E-05
 9.791666865E-01, 5.731236524E-05
 1.000000000E+00, 5.851782407E-05
 1.020833373E+00, 5.931106352E-05
 1.041666627E+00, 5.959682312E-05
 1.062500000E+00, 5.927239545E-05
 1.083333373E+00, 5.822908861E-05
 1.104166627E+00, 5.635460548E-05
 1.125000000E+00, 5.353679808E-05
 1.145833373E+00, 4.966878623E-05
 1.166666627E+00, 4.465531310E-05
 1.187500000E+00, 3.841962462E-05
 1.208333373E+00, 3.091006874E-05
 1.229166627E+00, 2.210551793E-05
 1.250000000E+00, 1.201882242E-05
 1.270833373E+00, 6.977367661E-07
 1.291666627E+00, -1.177686954E-05
 1.312500000E+00, -2.529539233E-05
 1.333333373E+00, -3.972604827E-05
 1.354166627E+00, -5.492283162E-05
 1.375000000E+00, -7.073403685E-05
 1.395833373E+00, -8.701051411E-05
 1.416666627E+00, -1.036128815E-04
 1.437500000E+00, -1.204171713E-04
 1.458333373E+00, -1.373185223E-04
 1.479166627E+00, -1.542329410E-04
 1.500000000E+00, -1.710971264E-04
 1.520833373E+00, -1.878670446E-04
 1.541666627E+00, -2.045153087E-04
 1.562500000E+00, -2.210280800E-04
 1.583333373E+00, -2.374018368E-04
 1.604166627E+00, -2.536402899E-04
 1.625000000E+00, -2.697517048E-04
 1.645833373E+00, -2.857469372E-04
 1.666666627E+00, -3.016376286E-04
 1.687500000E+00, -3.174353333E-04
 1.708333373E+00, -3.331506450E-04
 1.729166627E+00, -3.487930808E-04
 1.750000000E+00, -3.643707896E-04
 1.770833373E+00, -3.798905818E-04
 1.791666627E+00, -3.953580454E-04
 1.812500000E+00, -4.107776913E-04
 1.833333373E+00, -4.261529248E-04
 1.854166627E+00, -4.414864234E-04
 1.875000000E+00, -4.567799915E-04
 1.895833373E+00, -4.720347642E-04
 1.916666627E+00, -4.872513819E-04
 1.937500000E+00, -5.024298443E-04
 1.958333373E+00, -5.175697734E-04
 1.979166627E+00, -5.326704704E-04
 2.000000000E+00, -5.477308296E-04
 2.020833254E+00, -5.627495120E-04
 2.041666746E+00, -5.777250044E-04
 2.062500000E+00, -5.926555023E-04
 2.083333254E+00, -6.075392594E-04
 2.104166746E+00, -6.223742384E-04
 2.125000000E+00, -6.371584604E-04
 2.145833254E+00, -6.518898299E-04
 2.166666746E+00, -6.665662513E-04
 2.187500000E+00, -6.811856292E-04
 2.208333254E+00, -6.957458099E-04
 2.229166746E+00, -7.102447562E-04
 2.250000000E+00, -7.246803143E-04
 2.270833254E+00, -7.390504470E-04
 2.291666746E+00, -7.533531170E-04
 2.312500000E+00, -7.675862871E-04
 2.333333254E+00, -7.817480946E-04
 2.354166746E+00, -7.958365022E-04
 2.375000000E+00, -8.098496473E-04
 2.395833254E+00, -8.237856673E-04
 2.416666746E+00, -8.376426413E-04
 2.437500000E+00, -8.514187648E-04
 2.458333254E+00, -8.651122916E-04
 2.479166746E+00, -8.787213010E-04
 2.500000000E+00, -8.922439883E-04
 2.520833254E+00, -9.056785493E-04
 2.541666746E+00, -9.190230630E-04
 2.562500000E+00, -9.322757251E-04
 2.583333254E+00, -9.454344981E-04
 2.604166746E+00, -9.584973450E-04
 2.625000000E+00, -9.714622865E-04
 2.645833254E+00, -9.843271691E-04
 2.666666746E+00, -9.970895480E-04
 2.687500000E+00, -1.009747386E-03
 2.708333254E+00, -1.022298005E-03
 2.729166746E+00, -1.034738845E-03
 2.750000000E+00, -1.047067344E-03
 2.770833254E+00, -1.059280708E-03
 2.791666746E+00, -1.071375911E-03
 2.812500000E+00, -1.083350158E-03
 2.833333254E+00, -1.095200307E-03
 2.854166746E+00, -1.106922980E-03
 2.875000000E+00, -1.118515036E-03
 2.895833254E+00, -1.129973098E-03
 2.916666746E+00, -1.141293673E-03
 2.937500000E+00, -1.152473269E-03
 2.958333254E+00, -1.163508045E-03
 2.979166746E+00, -1.174394274E-03
 3.000000000E+00, -1.185128116E-03
 3.020833254E+00, -1.195705612E-03
 3.041666746E+00, -1.206122572E-03
 3.062500000E+00, -1.216374920E-03
 3.083333254E+00, -1.226458349E-03
 3.104166746E+00, -1.236368553E-03
 3.125000000E+00, -1.246101339E-03
 3.145833254E+00, -1.255652169E-03
 3.166666746E+00, -1.265016850E-03
 3.187500000E+00, -1.274190727E-03
 3.208333254E+00, -1.283169608E-03
 3.229166746E+00, -1.291949069E-03
 3.250000000E+00, -1.300524687E-03
 3.270833254E+00, -1.308892271E-03
 3.291666746E+00, -1.317047398E-03
 3.312500000E+00, -1.324985875E-03
 3.333333254E+00, -1.332703745E-03
 3.354166746E+00, -1.340196584E-03
 3.375000000E+00, -1.347460784E-03
 3.395833254E+00, -1.354492037E-03
 3.416666746E+00, -1.361286733E-03
 3.437500000E+00, -1.367841149E-03
 3.458333254E+00, -1.374151558E-03
 3.479166746E+00, -1.380214351E-03
 3.500000000E+00, -1.386026270E-03
 3.520833254E+00, -1.391583821E-03
 3.541666746E+00, -1.396883978E-03
 3.562500000E+00, -1.401923364E-03
 3.583333254E+00, -1.406699303E-03
 3.604166746E+00, -1.411208767E-03
 3.625000000E+00, -1.415449078E-03
 3.645833254E+00, -1.419417677E-03
 3.666666746E+00, -1.423112233E-03
 3.687500000E+00, -1.426530303E-03
 3.708333254E+00, -1.429670025E-03
 3.729166746E+00, -1.432529185E-03
 3.750000000E+00, -1.435106038E-03
 3.770833254E+00, -1.437398838E-03
 3.791666746E+00, -1.439406071E-03
 3.812500000E+00, -1.441126456E-03
 3.833333254E+00, -1.442558598E-03
 3.854166746E+00, -1.443701331E-03
 3.875000000E+00, -1.444553956E-03
 3.895833254E+00, -1.445115427E-03
 3.916666746E+00, -1.445385395E-03
 3.937500000E+00, -1.445363159E-03
 3.958333254E+00, -1.445048605E-03
 3.979166746E+00, -1.444441383E-03
 4.000000000E+00, -1.443541492E-03
 4.020833492E+00, -1.442349283E-03
 4.041666508E+00, -1.440864755E-03
 4.062500000E+00, -1.439088373E-03
 4.083333492E+00, -1.437020837E-03
 4.104166508E+00, -1.434662729E-03
 4.125000000E+00, -1.432015095E-03
 4.145833492E+00, -1.429078635E-03
 4.166666508E+00, -1.425854629E-03
 4.187500000E+00, -1.422344241E-03
 4.208333492E+00, -1.418548869E-03
 4.229166508E+00, -1.414470025E-03
 4.250000000E+00, -1.410109340E-03
 4.270833492E+00, -1.405468560E-03
 4.291666508E+00, -1.400549547E-03
 4.312500000E+00, -1.395354280E-03
 4.333333492E+00, -1.389884856E-03
 4.354166508E+00, -1.384143485E-03
 4.375000000E+00, -1.378132380E-03
 4.395833492E+00, -1.371854101E-03
 4.416666508E+00, -1.365311095E-03
 4.437500000E+00, -1.358505921E-03
 4.458333492E+00, -1.351441257E-03
 4.479166508E+00, -1.344120130E-03
 4.500000000E+00, -1.336545101E-03
 4.520833492E+00, -1.328719431E-03
 4.541666508E+00, -1.320645912E-03
 4.562500000E+00, -1.312327920E-03
 4.583333492E+00, -1.303768484E-03
 4.604166508E+00, -1.294971094E-03
 4.625000000E+00, -1.285938895E-03
 4.645833492E+00, -1.276675379E-03
 4.666666508E+00, -1.267184038E-03
 4.687500000E+00, -1.257468597E-03
 4.708333492E+00, -1.247532316E-03
 4.729166508E+00, -1.237379271E-03
 4.750000000E+00, -1.227012835E-03
 4.770833492E+00, -1.216436969E-03
 4.791666508E+00, -1.205655397E-03
 4.812500000E+00, -1.194672077E-03
 4.833333492E+00, -1.183490851E-03
 4.854166508E+00, -1.172115561E-03
 4.875000000E+00, -1.160550397E-03
 4.895833492E+00, -1.148799085E-03
 4.916666508E+00, -1.136865816E-03
 4.937500000E+00, -1.124754664E-03
 4.958333492E+00, -1.112469588E-03
 4.979166508E+00, -1.100014662E-03
 5.000000000E+00, -1.087394194E-03
 5.020833492E+00, -1.074612024E-03
 5.041666508E+00, -1.061672578E-03
 5.062500000E+00, -1.048579812E-03
 5.083333492E+00, -1.035337918E-03
 5.104166508E+00, -1.021951088E-03
 5.125000000E+00, -1.008423395E-03
 5.145833492E+00, -9.947591461E-04
 5.166666508E+00, -9.809623007E-04
 5.187500000E+00, -9.670370491E-04
 5.208333492E+00, -9.529875824E-04
 5.229166508E+00, -9.388179751E-04
 5.250000000E+00, -9.245323017E-04
 5.270833492E+00, -9.101347532E-04
 5.291666508E+00, -8.956292877E-04
 5.312500000E+00, -8.810199797E-04
 5.333333492E+00, -8.663109038E-04
 5.354166508E+00, -8.515059599E-04
 5.375000000E+00, -8.366092807E-04
 5.395833492E+00, -8.216247079E-04
 5.416666508E+00, -8.065561997E-04
 5.437500000E+00, -7.914077141E-04
 5.458333492E+00, -7.761830348E-04
 5.479166508E+00, -7.608860615E-04
 5.500000000E+00, -7.455205778E-04
 5.520833492E+00, -7.300903671E-04
 5.541666508E+00, -7.145991549E-04
 5.562500000E+00, -6.990506081E-04
 5.583333492E+00, -6.834484520E-04
 5.604166508E+00, -6.677962374E-04
 5.625000000E+00, -6.520975730E-04
 5.645833492E+00, -6.363559514E-04
 5.666666508E+00, -6.205749814E-04
 5.687500000E+00, -6.047579809E-04
 5.708333492E+00, -5.889085005E-04
 5.729166508E+00, -5.730297416E-04
 5.750000000E+00, -5.571251968E-04
 5.770833492E+00, -5.411980092E-04
 5.791666508E+00, -5.252514966E-04
 5.812500000E+00, -5.092888023E-04
 5.833333492E+00, -4.933131277E-04
 5.854166508E+00, -4.773275286E-04
 5.875000000E+00, -4.613350320E-04
 5.895833492E+00, -4.453387228E-04
 5.916666508E+00, -4.293414822E-04
 5.937500000E+00, -4.133463081E-04
 5.958333492E+00, -3.973559651E-04
 5.979166508E+00, -3.813733638E-04
 6.000000000E+00, -3.654012398E-04
 6.020833492E+00, -3.494422999E-04
 6.041666508E+00, -3.334992507E-04
 6.062500000E+00, -3.175746533E-04
 6.083333492E+00, -3.016711562E-04
 6.104166508E+00, -2.857912041E-04
 6.125000000E+00, -2.699372999E-04
 6.145833492E+00, -2.541118884E-04
 6.166666508E+00, -2.383172687E-04
 6.187500000E+00, -2.225557837E-04
 6.208333492E+00, -2.068297035E-04
 6.229166508E+00, -1.911411964E-04
 6.250000000E+00, -1.754924451E-04
 6.270833492E+00, -1.598855306E-04
 6.291666508E+00, -1.443225046E-04
 6.312500000E+00, -1.288053463E-04
 6.333333492E+00, -1.133359983E-04
 6.354166508E+00, -9.791635239E-05
 6.375000000E+00, -8.254823479E-05
 6.395833492E+00, -6.723342813E-05
 6.416666508E+00, -5.197366409E-05
 6.437500000E+00, -3.677062341E-05
 6.458333492E+00, -2.162593955E-05
 6.479166508E+00, -6.541200491E-06
 6.500000000E+00, 8.482062185E-06
 6.520833492E+00, 2.344235872E-05
 6.541666508E+00, 3.833825031E-05
 6.562500000E+00, 5.316834358E-05
 6.583333492E+00, 6.793129432E-05
 6.604166508E+00, 8.262579649E-05
 6.625000000E+00, 9.725059499E-05
 6.645833492E+00, 1.118044893E-04
 6.666666508E+00, 1.262863079E-04
 6.687500000E+00, 1.406949159E-04
 6.708333492E+00, 1.550292654E-04
 6.729166508E+00, 1.692882943E-04
 6.750000000E+00, 1.834710274E-04
