# Skin friction coefficient results from CFL3D, Re_H=36,000, SST model
# Note: computed results were quasi-steady
x,cf
 6.770833492E+00, 1.975765044E-04
 6.791666508E+00, 2.116038086E-04
 6.812500000E+00, 2.255520958E-04
 6.833333492E+00, 2.394205076E-04
 6.854166508E+00, 2.532082726E-04
 6.875000000E+00, 2.669146052E-04
 6.895833492E+00, 2.805388358E-04
 6.916666508E+00, 2.940802369E-04
 6.937500000E+00, 3.075381974E-04
 6.958333492E+00, 3.209121060E-04
 6.979166508E+00, 3.342013515E-04
 7.000000000E+00, 3.474054392E-04
 7.020833492E+00, 3.605238453E-04
 7.041666508E+00, 3.735560458E-04
 7.062500000E+00, 3.865016333E-04
 7.083333492E+00, 3.993602004E-04
 7.104166508E+00, 4.121313104E-04
 7.125000000E+00, 4.248146142E-04
 7.145833492E+00, 4.374097334E-04
 7.166666508E+00, 4.499164061E-04
 7.187500000E+00, 4.623342829E-04
 7.208333492E+00, 4.746631021E-04
 7.229166508E+00, 4.869025724E-04
 7.250000000E+00, 4.990524612E-04
 7.270833492E+00, 5.111125065E-04
 7.291666508E+00, 5.230825045E-04
 7.312500000E+00, 5.349621642E-04
 7.333333492E+00, 5.467513110E-04
 7.354166508E+00, 5.584496539E-04
 7.375000000E+00, 5.700569018E-04
 7.395833492E+00, 5.815728800E-04
 7.416666508E+00, 5.929971230E-04
 7.437500000E+00, 6.043293979E-04
 7.458333492E+00, 6.155692390E-04
 7.479166508E+00, 6.267161225E-04
 7.500000000E+00, 6.377695827E-04
 7.520833492E+00, 6.487288629E-04
 7.541666508E+00, 6.595932646E-04
 7.562500000E+00, 6.703617400E-04
 7.583333492E+00, 6.810332416E-04
 7.604166508E+00, 6.916063721E-04
 7.625000000E+00, 7.020797930E-04
 7.645833492E+00, 7.124515250E-04
 7.666666508E+00, 7.227192400E-04
 7.687500000E+00, 7.328798529E-04
 7.708333492E+00, 7.429294637E-04
 7.729166508E+00, 7.528625429E-04
 7.750000000E+00, 7.626719307E-04
 7.770833492E+00, 7.723475574E-04
 7.791666508E+00, 7.818773738E-04
 7.812500000E+00, 7.912440924E-04
 7.833333492E+00, 8.004385745E-04
 7.854166508E+00, 8.094318910E-04
 7.875000000E+00, 8.182745660E-04
 7.895833492E+00, 8.268450620E-04
 7.916666508E+00, 8.355663158E-04
 7.937500000E+00, 8.433951880E-04
 7.958333492E+00, 8.530711057E-04
 7.979166508E+00, 8.558535483E-04
 8.020837784E+00, 8.691780968E-04
 8.041707993E+00, 8.832787862E-04
 8.062643051E+00, 8.919158718E-04
 8.083677292E+00, 9.023784660E-04
 8.104843140E+00, 9.121251642E-04
 8.126173973E+00, 9.220953216E-04
 8.147702217E+00, 9.318967932E-04
 8.169463158E+00, 9.416475077E-04
 8.191491127E+00, 9.513020050E-04
 8.213819504E+00, 9.608895634E-04
 8.236483574E+00, 9.704219992E-04
 8.259519577E+00, 9.799210820E-04
 8.282963753E+00, 9.894055547E-04
 8.306852341E+00, 9.988938691E-04
 8.331223488E+00, 1.008402440E-03
 8.356115341E+00, 1.017946517E-03
 8.381566048E+00, 1.027539722E-03
 8.407617569E+00, 1.037194626E-03
 8.434309006E+00, 1.046922524E-03
 8.461683273E+00, 1.056734007E-03
 8.489783287E+00, 1.066638622E-03
 8.518652916E+00, 1.076645101E-03
 8.548337936E+00, 1.086761593E-03
 8.578885078E+00, 1.096995315E-03
 8.610342026E+00, 1.107353135E-03
 8.642758369E+00, 1.117840759E-03
 8.676184654E+00, 1.128463540E-03
 8.710673332E+00, 1.139225904E-03
 8.746279716E+00, 1.150131575E-03
 8.783059120E+00, 1.161183580E-03
 8.821068764E+00, 1.172384131E-03
 8.860368729E+00, 1.183734508E-03
 8.901021957E+00, 1.195235178E-03
 8.943090439E+00, 1.206886023E-03
 8.986641884E+00, 1.218685531E-03
 9.031744003E+00, 1.230631722E-03
 9.078467369E+00, 1.242721220E-03
 9.126886368E+00, 1.254950068E-03
 9.177076340E+00, 1.267312793E-03
 9.229115486E+00, 1.279803342E-03
 9.283087730E+00, 1.292414614E-03
 9.339076042E+00, 1.305138227E-03
 9.397169113E+00, 1.317964401E-03
 9.457458496E+00, 1.330882777E-03
 9.520038605E+00, 1.343882177E-03
 9.585007668E+00, 1.356949913E-03
 9.652467728E+00, 1.370072132E-03
 9.722525597E+00, 1.383234048E-03
 9.795290947E+00, 1.396420877E-03
 9.870877266E+00, 1.409616205E-03
 9.949404716E+00, 1.422801986E-03
 1.003099632E+01, 1.435960876E-03
 1.011577988E+01, 1.449074829E-03
 1.020388889E+01, 1.462123822E-03
 1.029546165E+01, 1.475088764E-03
 1.039064312E+01, 1.487950329E-03
 1.048958111E+01, 1.500687795E-03
 1.059243298E+01, 1.513281488E-03
 1.069935894E+01, 1.525711967E-03
 1.081052780E+01, 1.537959324E-03
 1.092611408E+01, 1.550005400E-03
 1.104629993E+01, 1.561832032E-03
 1.117127323E+01, 1.573422924E-03
 1.130123138E+01, 1.584762591E-03
 1.143637753E+01, 1.595837879E-03
 1.157692528E+01, 1.606637612E-03
 1.172309589E+01, 1.617152710E-03
 1.187511730E+01, 1.627376769E-03
 1.203322983E+01, 1.637305715E-03
 1.219768143E+01, 1.646938268E-03
 1.236873055E+01, 1.656275475E-03
 1.254664707E+01, 1.665320364E-03
 1.273170948E+01, 1.674078288E-03
 1.292420864E+01, 1.682555769E-03
 1.312444782E+01, 1.690760837E-03
 1.333274078E+01, 1.698701992E-03
 1.354941559E+01, 1.706389594E-03
 1.377481365E+01, 1.713834936E-03
 1.400928783E+01, 1.721050125E-03
 1.425320625E+01, 1.728048432E-03
 1.450695419E+01, 1.734844758E-03
 1.477092934E+01, 1.741455635E-03
 1.504554653E+01, 1.747898757E-03
 1.533123779E+01, 1.754193683E-03
 1.562845230E+01, 1.760360901E-03
 1.593765640E+01, 1.766421366E-03
 1.625933647E+01, 1.772398013E-03
 1.659399796E+01, 1.778315403E-03
 1.694216728E+01, 1.784199500E-03
 1.730439186E+01, 1.790073933E-03
 1.768124008E+01, 1.795952674E-03
 1.807330704E+01, 1.801827224E-03
 1.848120499E+01, 1.807666966E-03
 1.890557671E+01, 1.813450013E-03
 1.934708977E+01, 1.819189172E-03
 1.980643654E+01, 1.824918552E-03
 2.028434181E+01, 1.830669004E-03
 2.078155327E+01, 1.836456941E-03
 2.129885483E+01, 1.842286554E-03
 2.183706093E+01, 1.848164015E-03
 2.239701271E+01, 1.854102127E-03
 2.297959518E+01, 1.860109740E-03
 2.358572006E+01, 1.866192208E-03
 2.421634293E+01, 1.872354653E-03
 2.487245369E+01, 1.878606505E-03
 2.555508423E+01, 1.884960220E-03
 2.626530647E+01, 1.891424414E-03
 2.700423813E+01, 1.897998853E-03
 2.777303886E+01, 1.904674573E-03
 2.857291985E+01, 1.911447849E-03
 2.940513420E+01, 1.918322640E-03
 3.027099419E+01, 1.925298013E-03
 3.117185783E+01, 1.932362444E-03
 3.210914230E+01, 1.939494978E-03
 3.308432007E+01, 1.946674776E-03
 3.409892273E+01, 1.953889849E-03
 3.515454865E+01, 1.961122500E-03
 3.625285339E+01, 1.968334662E-03
 3.739556503E+01, 1.975446241E-03
 3.858448029E+01, 1.982359448E-03
 3.982146835E+01, 1.988880336E-03
 4.110846710E+01, 1.994930208E-03
 4.244750977E+01, 1.999735367E-03
 4.384069061E+01, 2.004266251E-03
 4.529020691E+01, 2.004332375E-03
 4.679833603E+01, 2.005490474E-03
 4.836744308E+01, 1.996084582E-03
