# Velocity results from CFL3D, Re_H=36,000, SST model
# Note: computed results were quasi-steady
x,y,u
 4.000000000E+00, 1.129247665E+00, 7.625548840E-01
 4.000000000E+00, 1.134972930E+00, 7.657493949E-01
 4.000000000E+00, 1.140727997E+00, 7.687758207E-01
 4.000000000E+00, 1.146514416E+00, 7.716445923E-01
 4.000000000E+00, 1.152334332E+00, 7.743669748E-01
 4.000000000E+00, 1.158189297E+00, 7.769544125E-01
 4.000000000E+00, 1.164081573E+00, 7.794187665E-01
 4.000000000E+00, 1.170012951E+00, 7.817714214E-01
 4.000000000E+00, 1.175985575E+00, 7.840237021E-01
 4.000000000E+00, 1.182001829E+00, 7.861860991E-01
 4.000000000E+00, 1.188063860E+00, 7.882685661E-01
 4.000000000E+00, 1.194174051E+00, 7.902804017E-01
 4.000000000E+00, 1.200334907E+00, 7.922302485E-01
 4.000000000E+00, 1.206549168E+00, 7.941258550E-01
 4.000000000E+00, 1.212819338E+00, 7.959743738E-01
 4.000000000E+00, 1.219148517E+00, 7.977822423E-01
 4.000000000E+00, 1.225539446E+00, 7.995553017E-01
 4.000000000E+00, 1.231995344E+00, 8.012989163E-01
 4.000000000E+00, 1.238519669E+00, 8.030179739E-01
 4.000000000E+00, 1.245115519E+00, 8.047165871E-01
 4.000000000E+00, 1.251786709E+00, 8.063986897E-01
 4.000000000E+00, 1.258536816E+00, 8.080679774E-01
 4.000000000E+00, 1.265370131E+00, 8.097276688E-01
 4.000000000E+00, 1.272290468E+00, 8.113804460E-01
 4.000000000E+00, 1.279302359E+00, 8.130292296E-01
 4.000000000E+00, 1.286410451E+00, 8.146764040E-01
 4.000000000E+00, 1.293619394E+00, 8.163241148E-01
 4.000000000E+00, 1.300934434E+00, 8.179745078E-01
 4.000000000E+00, 1.308360815E+00, 8.196297884E-01
 4.000000000E+00, 1.315904260E+00, 8.212918043E-01
 4.000000000E+00, 1.323570609E+00, 8.229627013E-01
 4.000000000E+00, 1.331366181E+00, 8.246443272E-01
 4.000000000E+00, 1.339297533E+00, 8.263385892E-01
 4.000000000E+00, 1.347371459E+00, 8.280470371E-01
 4.000000000E+00, 1.355595469E+00, 8.297715187E-01
 4.000000000E+00, 1.363977194E+00, 8.315137625E-01
 4.000000000E+00, 1.372524619E+00, 8.332754374E-01
 4.000000000E+00, 1.381246448E+00, 8.350581527E-01
 4.000000000E+00, 1.390151739E+00, 8.368636370E-01
 4.000000000E+00, 1.399249911E+00, 8.386934400E-01
 4.000000000E+00, 1.408550978E+00, 8.405495286E-01
 4.000000000E+00, 1.418065548E+00, 8.424334526E-01
 4.000000000E+00, 1.427804947E+00, 8.443469405E-01
 4.000000000E+00, 1.437780738E+00, 8.462918997E-01
 4.000000000E+00, 1.448005438E+00, 8.482700586E-01
 4.000000000E+00, 1.458492160E+00, 8.502831459E-01
 4.000000000E+00, 1.469254732E+00, 8.523330092E-01
 4.000000000E+00, 1.480307698E+00, 8.544221520E-01
 4.000000000E+00, 1.491666317E+00, 8.565548658E-01
 4.000000000E+00, 1.503346801E+00, 8.587363958E-01
 4.000000000E+00, 1.515366316E+00, 8.609718680E-01
 4.000000000E+00, 1.527776718E+00, 8.632792234E-01
 4.000000000E+00, 1.540907621E+00, 8.656918406E-01
 4.000000000E+00, 1.554798007E+00, 8.682318330E-01
 4.000000000E+00, 1.569488525E+00, 8.709045053E-01
 4.000000000E+00, 1.585021496E+00, 8.737149239E-01
 4.000000000E+00, 1.601441145E+00, 8.766686916E-01
 4.000000000E+00, 1.618793368E+00, 8.797716498E-01
 4.000000000E+00, 1.637126088E+00, 8.830297589E-01
 4.000000000E+00, 1.656488895E+00, 8.864482641E-01
 4.000000000E+00, 1.676933408E+00, 8.900322914E-01
 4.000000000E+00, 1.698512673E+00, 8.937857747E-01
 4.000000000E+00, 1.721282005E+00, 8.977116942E-01
 4.000000000E+00, 1.745298147E+00, 9.018119574E-01
 4.000000000E+00, 1.770619750E+00, 9.060890079E-01
 4.000000000E+00, 1.797306657E+00, 9.105495214E-01
 4.000000000E+00, 1.825420737E+00, 9.152047634E-01
 4.000000000E+00, 1.855024934E+00, 9.200596809E-01
 4.000000000E+00, 1.886183500E+00, 9.251066446E-01
 4.000000000E+00, 1.918962002E+00, 9.303317070E-01
 4.000000000E+00, 1.953426480E+00, 9.357175827E-01
 4.000000000E+00, 1.989644051E+00, 9.412393570E-01
 4.000000000E+00, 2.027682066E+00, 9.468611479E-01
 4.000000000E+00, 2.067608118E+00, 9.525312781E-01
 4.000000000E+00, 2.109489679E+00, 9.581752419E-01
 4.000000000E+00, 2.153393745E+00, 9.636886716E-01
 4.000000000E+00, 2.199386120E+00, 9.689308405E-01
 4.000000000E+00, 2.247531652E+00, 9.737244844E-01
 4.000000000E+00, 2.297893524E+00, 9.778681993E-01
 4.000000000E+00, 2.350532293E+00, 9.811670184E-01
 4.000000000E+00, 2.405506372E+00, 9.834810495E-01
 4.000000000E+00, 2.462870359E+00, 9.847778082E-01
 4.000000000E+00, 2.522675276E+00, 9.851667285E-01
 4.000000000E+00, 2.584967613E+00, 9.848877192E-01
 4.000000000E+00, 2.649788618E+00, 9.842491150E-01
 4.000000000E+00, 2.717174053E+00, 9.835308790E-01
 4.000000000E+00, 2.787153482E+00, 9.829032421E-01
 4.000000000E+00, 2.859748602E+00, 9.824032784E-01
 4.000000000E+00, 2.934974194E+00, 9.819807410E-01
 4.000000000E+00, 3.012836218E+00, 9.815705419E-01
 4.000000000E+00, 3.093332291E+00, 9.811428785E-01
 4.000000000E+00, 3.176449299E+00, 9.807035327E-01
 4.000000000E+00, 3.262165070E+00, 9.802679420E-01
 4.000000000E+00, 3.350445986E+00, 9.798413515E-01
 4.000000000E+00, 3.441247702E+00, 9.794211984E-01
 4.000000000E+00, 3.534513950E+00, 9.790061116E-01
 4.000000000E+00, 3.630176783E+00, 9.785978794E-01
 4.000000000E+00, 3.728156328E+00, 9.781974554E-01
 4.000000000E+00, 3.828359842E+00, 9.778053761E-01
 4.000000000E+00, 3.930683374E+00, 9.774221778E-01
 4.000000000E+00, 4.035009861E+00, 9.770483375E-01
 4.000000000E+00, 4.141211510E+00, 9.766845107E-01
 4.000000000E+00, 4.249147415E+00, 9.763309956E-01
 4.000000000E+00, 4.358667374E+00, 9.759882092E-01
 4.000000000E+00, 4.469609261E+00, 9.756563902E-01
 4.000000000E+00, 4.581803322E+00, 9.753358960E-01
 4.000000000E+00, 4.695068836E+00, 9.750266075E-01
 4.000000000E+00, 4.809219360E+00, 9.747290015E-01
 4.000000000E+00, 4.924060345E+00, 9.744430780E-01
 4.000000000E+00, 5.039393425E+00, 9.741689563E-01
 4.000000000E+00, 5.155014515E+00, 9.739063978E-01
 4.000000000E+00, 5.270719051E+00, 9.736552835E-01
 4.000000000E+00, 5.386298656E+00, 9.734157324E-01
 4.000000000E+00, 5.501547813E+00, 9.731873870E-01
 4.000000000E+00, 5.616261005E+00, 9.729703069E-01
 4.000000000E+00, 5.730236530E+00, 9.727638960E-01
 4.000000000E+00, 5.843276978E+00, 9.725683331E-01
 4.000000000E+00, 5.955190659E+00, 9.723829627E-01
 4.000000000E+00, 6.065793991E+00, 9.722074866E-01
 4.000000000E+00, 6.174911022E+00, 9.720419645E-01
 4.000000000E+00, 6.282374859E+00, 9.718860984E-01
 4.000000000E+00, 6.388030052E+00, 9.717398882E-01
 4.000000000E+00, 6.491731167E+00, 9.716018438E-01
 4.000000000E+00, 6.593345642E+00, 9.714686871E-01
 4.000000000E+00, 6.692752838E+00, 9.713364244E-01
 4.000000000E+00, 6.789844990E+00, 9.712092280E-01
 4.000000000E+00, 6.884526253E+00, 9.711128473E-01
 4.000000000E+00, 6.976716042E+00, 9.710955024E-01
 4.000000000E+00, 7.066344261E+00, 9.711734056E-01
 4.000000000E+00, 7.153355122E+00, 9.711950421E-01
 4.000000000E+00, 7.237704754E+00, 9.706883430E-01
 4.000000000E+00, 7.319362164E+00, 9.688699245E-01
 4.000000000E+00, 7.398306847E+00, 9.649629593E-01
 4.000000000E+00, 7.474530220E+00, 9.586845636E-01
 4.000000000E+00, 7.548032761E+00, 9.504814148E-01
 4.000000000E+00, 7.618826866E+00, 9.411979318E-01
 4.000000000E+00, 7.686931610E+00, 9.314602613E-01
 4.000000000E+00, 7.752375603E+00, 9.214541912E-01
 4.000000000E+00, 7.815194130E+00, 9.111970067E-01
 4.000000000E+00, 7.875430584E+00, 9.007882476E-01
 4.000000000E+00, 7.933132648E+00, 8.904239535E-01
 4.000000000E+00, 7.988354206E+00, 8.803043962E-01
 4.000000000E+00, 8.041152954E+00, 8.705541492E-01
 4.000000000E+00, 8.091591835E+00, 8.612071872E-01
 4.000000000E+00, 8.139735222E+00, 8.522365689E-01
 4.000000000E+00, 8.185649872E+00, 8.435919881E-01
 4.000000000E+00, 8.229407310E+00, 8.352221251E-01
 4.000000000E+00, 8.271077156E+00, 8.270852566E-01
 4.000000000E+00, 8.310731888E+00, 8.191506863E-01
 4.000000000E+00, 8.348443985E+00, 8.113960028E-01
 4.000000000E+00, 8.384286880E+00, 8.038036227E-01
 4.000000000E+00, 8.418331146E+00, 7.963562608E-01
 4.000000000E+00, 8.450650215E+00, 7.890346646E-01
 4.000000000E+00, 8.481315613E+00, 7.818156481E-01
 4.000000000E+00, 8.510395050E+00, 7.746780515E-01
 4.000000000E+00, 8.537959099E+00, 7.676088810E-01
 4.000000000E+00, 8.564073563E+00, 7.606000304E-01
 4.000000000E+00, 8.588805199E+00, 7.536446452E-01
 4.000000000E+00, 8.612216949E+00, 7.467364669E-01
 4.000000000E+00, 8.634370804E+00, 7.398700714E-01
 4.000000000E+00, 8.655325890E+00, 7.330406904E-01
 4.000000000E+00, 8.675142288E+00, 7.262442708E-01
 4.000000000E+00, 8.693873405E+00, 7.194769382E-01
 4.000000000E+00, 8.711575508E+00, 7.127357125E-01
 4.000000000E+00, 8.728298187E+00, 7.060179710E-01
 4.000000000E+00, 8.744092941E+00, 6.993210912E-01
 4.000000000E+00, 8.759006500E+00, 6.926431060E-01
 4.000000000E+00, 8.773085594E+00, 6.859821081E-01
 4.000000000E+00, 8.786373138E+00, 6.793364882E-01
 4.000000000E+00, 8.798910141E+00, 6.727047563E-01
 4.000000000E+00, 8.810738564E+00, 6.660855412E-01
 4.000000000E+00, 8.821894646E+00, 6.594774127E-01
 4.000000000E+00, 8.832415581E+00, 6.528792381E-01
 4.000000000E+00, 8.842334747E+00, 6.462895274E-01
 4.000000000E+00, 8.851687431E+00, 6.397070885E-01
 4.000000000E+00, 8.860502243E+00, 6.331304312E-01
 4.000000000E+00, 8.868809700E+00, 6.265580654E-01
 4.000000000E+00, 8.876639366E+00, 6.199884415E-01
 4.000000000E+00, 8.884016037E+00, 6.134197116E-01
 4.000000000E+00, 8.890965462E+00, 6.068499088E-01
 4.000000000E+00, 8.897512436E+00, 6.002770662E-01
 4.000000000E+00, 8.903678894E+00, 5.936986804E-01
 4.000000000E+00, 8.909486771E+00, 5.871123672E-01
 4.000000000E+00, 8.914956093E+00, 5.805152655E-01
 4.000000000E+00, 8.920106888E+00, 5.739045143E-01
 4.000000000E+00, 8.924956322E+00, 5.672767162E-01
 4.000000000E+00, 8.929522514E+00, 5.606283545E-01
 4.000000000E+00, 8.933821678E+00, 5.539554954E-01
 4.000000000E+00, 8.937869072E+00, 5.472542048E-01
 4.000000000E+00, 8.941678047E+00, 5.405197144E-01
 4.000000000E+00, 8.945264816E+00, 5.337473750E-01
 4.000000000E+00, 8.948639870E+00, 5.269319415E-01
 4.000000000E+00, 8.951816559E+00, 5.200676918E-01
 4.000000000E+00, 8.954807281E+00, 5.131486058E-01
 4.000000000E+00, 8.957620621E+00, 5.061683059E-01
 4.000000000E+00, 8.960268974E+00, 4.991195798E-01
 4.000000000E+00, 8.962760925E+00, 4.919950068E-01
 4.000000000E+00, 8.965106010E+00, 4.847862720E-01
 4.000000000E+00, 8.967312813E+00, 4.774847627E-01
 4.000000000E+00, 8.969389915E+00, 4.700808525E-01
 4.000000000E+00, 8.971343994E+00, 4.625642598E-01
 4.000000000E+00, 8.973181725E+00, 4.549238980E-01
 4.000000000E+00, 8.974911690E+00, 4.471476376E-01
 4.000000000E+00, 8.976539612E+00, 4.392224252E-01
 4.000000000E+00, 8.978070259E+00, 4.311340153E-01
 4.000000000E+00, 8.979511261E+00, 4.228669107E-01
 4.000000000E+00, 8.980866432E+00, 4.144043028E-01
 4.000000000E+00, 8.982141495E+00, 4.057278037E-01
 4.000000000E+00, 8.983341217E+00, 3.968175948E-01
 4.000000000E+00, 8.984470367E+00, 3.876519799E-01
 4.000000000E+00, 8.985531807E+00, 3.782075346E-01
 4.000000000E+00, 8.986530304E+00, 3.684559464E-01
 4.000000000E+00, 8.987470627E+00, 3.583588302E-01
 4.000000000E+00, 8.988354683E+00, 3.478743434E-01
 4.000000000E+00, 8.989186287E+00, 3.369702101E-01
 4.000000000E+00, 8.989968300E+00, 3.256251216E-01
 4.000000000E+00, 8.990704536E+00, 3.138243556E-01
 4.000000000E+00, 8.991396904E+00, 3.015581369E-01
 4.000000000E+00, 8.992048264E+00, 2.888139188E-01
 4.000000000E+00, 8.992661476E+00, 2.755680084E-01
 4.000000000E+00, 8.993237495E+00, 2.617996037E-01
 4.000000000E+00, 8.993780136E+00, 2.475162596E-01
 4.000000000E+00, 8.994289398E+00, 2.327609062E-01
 4.000000000E+00, 8.994770050E+00, 2.176131606E-01
 4.000000000E+00, 8.995221138E+00, 2.021935880E-01
 4.000000000E+00, 8.995645523E+00, 1.866612136E-01
 4.000000000E+00, 8.996045113E+00, 1.712005585E-01
 4.000000000E+00, 8.996420860E+00, 1.560002118E-01
 4.000000000E+00, 8.996774673E+00, 1.412294060E-01
 4.000000000E+00, 8.997106552E+00, 1.270200461E-01
 4.000000000E+00, 8.997420311E+00, 1.134592295E-01
 4.000000000E+00, 8.997714043E+00, 1.005924344E-01
 4.000000000E+00, 8.997990608E+00, 8.843205869E-02
 4.000000000E+00, 8.998251915E+00, 7.696786523E-02
 4.000000000E+00, 8.998496056E+00, 6.617583334E-02
 4.000000000E+00, 8.998726845E+00, 5.602471903E-02
 4.000000000E+00, 8.998943329E+00, 4.648030922E-02
 4.000000000E+00, 8.999147415E+00, 3.750787675E-02
 4.000000000E+00, 8.999340057E+00, 2.907358110E-02
 4.000000000E+00, 8.999520302E+00, 2.114507928E-02
 4.000000000E+00, 8.999690056E+00, 1.369178295E-02
 4.000000000E+00, 8.999849319E+00, 6.684910506E-03
 4.000000000E+00, 9.000000000E+00, 0.000000000E+00
 6.000000000E+00, 0.000000000E+00, 0.000000000E+00
 6.000000000E+00, 1.486152614E-04, -9.679913055E-04
 6.000000000E+00, 2.998616837E-04, -1.929877326E-03
 6.000000000E+00, 4.540858499E-04, -2.890541917E-03
 6.000000000E+00, 6.116450531E-04, -3.850971814E-03
 6.000000000E+00, 7.729082718E-04, -4.812003113E-03
 6.000000000E+00, 9.382571443E-04, -5.774306599E-03
 6.000000000E+00, 1.108087017E-03, -6.738368887E-03
 6.000000000E+00, 1.282808022E-03, -7.704462856E-03
 6.000000000E+00, 1.462846179E-03, -8.672618307E-03
 6.000000000E+00, 1.648644567E-03, -9.642578661E-03
 6.000000000E+00, 1.840664423E-03, -1.061374135E-02
 6.000000000E+00, 2.039386658E-03, -1.158509683E-02
 6.000000000E+00, 2.245313255E-03, -1.255513728E-02
 6.000000000E+00, 2.458968200E-03, -1.352174208E-02
 6.000000000E+00, 2.680899110E-03, -1.448206231E-02
 6.000000000E+00, 2.911679214E-03, -1.543234475E-02
 6.000000000E+00, 3.151908284E-03, -1.636778377E-02
 6.000000000E+00, 3.402214963E-03, -1.728234626E-02
 6.000000000E+00, 3.663257696E-03, -1.816865616E-02
 6.000000000E+00, 3.935726825E-03, -1.901797764E-02
 6.000000000E+00, 4.220347852E-03, -1.982040703E-02
 6.000000000E+00, 4.517879803E-03, -2.056531981E-02
 6.000000000E+00, 4.829122685E-03, -2.124217153E-02
 6.000000000E+00, 5.154913291E-03, -2.184159495E-02
 6.000000000E+00, 5.496133585E-03, -2.235653996E-02
 6.000000000E+00, 5.853707902E-03, -2.278321423E-02
 6.000000000E+00, 6.228608545E-03, -2.312148362E-02
 6.000000000E+00, 6.621857174E-03, -2.337459847E-02
 6.000000000E+00, 7.034527604E-03, -2.354840003E-02
 6.000000000E+00, 7.467746735E-03, -2.365028486E-02
 6.000000000E+00, 7.922700606E-03, -2.368818037E-02
 6.000000000E+00, 8.400633931E-03, -2.366981469E-02
 6.000000000E+00, 8.902854286E-03, -2.360220999E-02
 6.000000000E+00, 9.430736303E-03, -2.349146269E-02
 6.000000000E+00, 9.985721670E-03, -2.334268950E-02
 6.000000000E+00, 1.056932472E-02, -2.316008136E-02
 6.000000000E+00, 1.118313242E-02, -2.294700220E-02
 6.000000000E+00, 1.182881277E-02, -2.270610258E-02
 6.000000000E+00, 1.250811014E-02, -2.243944071E-02
 6.000000000E+00, 1.322285552E-02, -2.214857936E-02
 6.000000000E+00, 1.397496555E-02, -2.183468081E-02
 6.000000000E+00, 1.476644445E-02, -2.149856277E-02
 6.000000000E+00, 1.559939049E-02, -2.114076912E-02
 6.000000000E+00, 1.647599414E-02, -2.076162584E-02
 6.000000000E+00, 1.739854366E-02, -2.036125027E-02
 6.000000000E+00, 1.836942695E-02, -1.993960887E-02
 6.000000000E+00, 1.939112879E-02, -1.949652284E-02
 6.000000000E+00, 2.046624199E-02, -1.903169602E-02
 6.000000000E+00, 2.159745246E-02, -1.854472980E-02
 6.000000000E+00, 2.278756164E-02, -1.803512871E-02
 6.000000000E+00, 2.403946407E-02, -1.750230789E-02
 6.000000000E+00, 2.535616048E-02, -1.694561727E-02
 6.000000000E+00, 2.674075589E-02, -1.636432298E-02
 6.000000000E+00, 2.819645032E-02, -1.575763151E-02
 6.000000000E+00, 2.972654253E-02, -1.512468699E-02
 6.000000000E+00, 3.133441880E-02, -1.446456555E-02
 6.000000000E+00, 3.302355856E-02, -1.377629209E-02
 6.000000000E+00, 3.479751945E-02, -1.305883005E-02
 6.000000000E+00, 3.665992990E-02, -1.231109072E-02
 6.000000000E+00, 3.861448541E-02, -1.153192762E-02
 6.000000000E+00, 4.066493362E-02, -1.072014030E-02
 6.000000000E+00, 4.281506687E-02, -9.874481708E-03
 6.000000000E+00, 4.506869614E-02, -8.993642405E-03
 6.000000000E+00, 4.742966220E-02, -8.076269180E-03
 6.000000000E+00, 4.990179092E-02, -7.120953407E-03
 6.000000000E+00, 5.248888955E-02, -6.126237568E-03
 6.000000000E+00, 5.519472063E-02, -5.090613384E-03
 6.000000000E+00, 5.802299082E-02, -4.012525547E-03
 6.000000000E+00, 6.097731367E-02, -2.890370321E-03
 6.000000000E+00, 6.406119466E-02, -1.722497516E-03
 6.000000000E+00, 6.727801263E-02, -5.072144559E-04
 6.000000000E+00, 7.063096017E-02, 7.572146133E-04
 6.000000000E+00, 7.412306219E-02, 2.072564559E-03
 6.000000000E+00, 7.775711268E-02, 3.440647852E-03
 6.000000000E+00, 8.153568208E-02, 4.863310140E-03
 6.000000000E+00, 8.546103537E-02, 6.342426408E-03
 6.000000000E+00, 8.953517675E-02, 7.879899815E-03
 6.000000000E+00, 9.375976026E-02, 9.477653541E-03
 6.000000000E+00, 9.813612700E-02, 1.113763172E-02
 6.000000000E+00, 1.026652232E-01, 1.286178734E-02
 6.000000000E+00, 1.073476374E-01, 1.465208735E-02
 6.000000000E+00, 1.121835709E-01, 1.651049778E-02
 6.000000000E+00, 1.171728224E-01, 1.843898557E-02
 6.000000000E+00, 1.223147884E-01, 2.043951303E-02
 6.000000000E+00, 1.276084781E-01, 2.251403406E-02
 6.000000000E+00, 1.330525279E-01, 2.466449142E-02
 6.000000000E+00, 1.386451721E-01, 2.689281106E-02
 6.000000000E+00, 1.443843395E-01, 2.920091152E-02
 6.000000000E+00, 1.502676159E-01, 3.159069642E-02
 6.000000000E+00, 1.562923193E-01, 3.406404704E-02
 6.000000000E+00, 1.624555290E-01, 3.662285954E-02
 6.000000000E+00, 1.687541306E-01, 3.926901892E-02
 6.000000000E+00, 1.751849204E-01, 4.200442135E-02
 6.000000000E+00, 1.817445606E-01, 4.483100399E-02
 6.000000000E+00, 1.884297580E-01, 4.775071889E-02
 6.000000000E+00, 1.952372491E-01, 5.076560751E-02
 6.000000000E+00, 2.021639198E-01, 5.387777463E-02
 6.000000000E+00, 2.092068344E-01, 5.708944052E-02
 6.000000000E+00, 2.163633555E-01, 6.040297076E-02
 6.000000000E+00, 2.236311883E-01, 6.382090598E-02
 6.000000000E+00, 2.310084403E-01, 6.734599918E-02
 6.000000000E+00, 2.384937108E-01, 7.098123431E-02
 6.000000000E+00, 2.460861355E-01, 7.472991943E-02
 6.000000000E+00, 2.537854314E-01, 7.859565318E-02
 6.000000000E+00, 2.615920603E-01, 8.258247375E-02
 6.000000000E+00, 2.695070505E-01, 8.669480681E-02
 6.000000000E+00, 2.775323093E-01, 9.093759954E-02
 6.000000000E+00, 2.856704593E-01, 9.531629831E-02
 6.000000000E+00, 2.939249277E-01, 9.983696043E-02
 6.000000000E+00, 3.023000062E-01, 1.045062840E-01
 6.000000000E+00, 3.108008802E-01, 1.093316376E-01
 6.000000000E+00, 3.194335103E-01, 1.143211648E-01
 6.000000000E+00, 3.282048404E-01, 1.194837987E-01
 6.000000000E+00, 3.371226490E-01, 1.248292923E-01
 6.000000000E+00, 3.461955786E-01, 1.303683817E-01
 6.000000000E+00, 3.554331958E-01, 1.361126900E-01
 6.000000000E+00, 3.648459315E-01, 1.420748532E-01
 6.000000000E+00, 3.744450808E-01, 1.482686102E-01
 6.000000000E+00, 3.842427731E-01, 1.547087282E-01
 6.000000000E+00, 3.942520916E-01, 1.614112258E-01
 6.000000000E+00, 4.044868350E-01, 1.683932394E-01
 6.000000000E+00, 4.149617255E-01, 1.756731868E-01
 6.000000000E+00, 4.256922901E-01, 1.832706928E-01
 6.000000000E+00, 4.366948307E-01, 1.912067235E-01
 6.000000000E+00, 4.479865432E-01, 1.995034814E-01
 6.000000000E+00, 4.595854282E-01, 2.081843913E-01
 6.000000000E+00, 4.715102017E-01, 2.172949612E-01
 6.000000000E+00, 4.837805629E-01, 2.268787026E-01
 6.000000000E+00, 4.960536659E-01, 2.368938774E-01
 6.000000000E+00, 5.081439018E-01, 2.472337037E-01
 6.000000000E+00, 5.200572014E-01, 2.577977479E-01
 6.000000000E+00, 5.317991376E-01, 2.684927583E-01
 6.000000000E+00, 5.433754325E-01, 2.792357206E-01
 6.000000000E+00, 5.547917485E-01, 2.899715304E-01
 6.000000000E+00, 5.660534501E-01, 3.006727695E-01
 6.000000000E+00, 5.771659613E-01, 3.113312125E-01
 6.000000000E+00, 5.881346464E-01, 3.219476342E-01
 6.000000000E+00, 5.989645123E-01, 3.325244188E-01
 6.000000000E+00, 6.096607447E-01, 3.430616558E-01
 6.000000000E+00, 6.202282310E-01, 3.535556793E-01
 6.000000000E+00, 6.306717396E-01, 3.639998436E-01
 6.000000000E+00, 6.409959197E-01, 3.743858635E-01
 6.000000000E+00, 6.512053609E-01, 3.847045898E-01
 6.000000000E+00, 6.613044739E-01, 3.949473202E-01
 6.000000000E+00, 6.712974906E-01, 4.051056206E-01
 6.000000000E+00, 6.811886430E-01, 4.151718915E-01
 6.000000000E+00, 6.909818649E-01, 4.251390100E-01
 6.000000000E+00, 7.006811500E-01, 4.350001216E-01
 6.000000000E+00, 7.102902532E-01, 4.447486401E-01
 6.000000000E+00, 7.198128700E-01, 4.543782771E-01
 6.000000000E+00, 7.292524576E-01, 4.638828039E-01
 6.000000000E+00, 7.386125326E-01, 4.732563198E-01
 6.000000000E+00, 7.478964329E-01, 4.824932516E-01
 6.000000000E+00, 7.571073174E-01, 4.915885329E-01
 6.000000000E+00, 7.662483454E-01, 5.005375147E-01
 6.000000000E+00, 7.753225565E-01, 5.093362927E-01
 6.000000000E+00, 7.843328118E-01, 5.179818869E-01
 6.000000000E+00, 7.932820320E-01, 5.264722705E-01
 6.000000000E+00, 8.021728396E-01, 5.348062515E-01
 6.000000000E+00, 8.110080361E-01, 5.429841280E-01
 6.000000000E+00, 8.197900653E-01, 5.510069132E-01
 6.000000000E+00, 8.285215497E-01, 5.588759184E-01
 6.000000000E+00, 8.372048140E-01, 5.665923357E-01
 6.000000000E+00, 8.458423018E-01, 5.741556883E-01
 6.000000000E+00, 8.544362187E-01, 5.815636516E-01
 6.000000000E+00, 8.629888892E-01, 5.888133645E-01
 6.000000000E+00, 8.715023994E-01, 5.959028602E-01
 6.000000000E+00, 8.799789548E-01, 6.028329134E-01
 6.000000000E+00, 8.884204626E-01, 6.096066833E-01
 6.000000000E+00, 8.968290687E-01, 6.162301302E-01
 6.000000000E+00, 9.052066207E-01, 6.227111816E-01
 6.000000000E+00, 9.135550261E-01, 6.290602684E-01
 6.000000000E+00, 9.218762517E-01, 6.352915764E-01
 6.000000000E+00, 9.301720262E-01, 6.414262652E-01
 6.000000000E+00, 9.384441972E-01, 6.474860311E-01
 6.000000000E+00, 9.466944337E-01, 6.534784436E-01
 6.000000000E+00, 9.549245238E-01, 6.593964696E-01
 6.000000000E+00, 9.631360769E-01, 6.652295589E-01
 6.000000000E+00, 9.713308215E-01, 6.709666252E-01
 6.000000000E+00, 9.795103073E-01, 6.765968800E-01
 6.000000000E+00, 9.876762033E-01, 6.821093559E-01
 6.000000000E+00, 9.958299994E-01, 6.874932051E-01
 6.000000000E+00, 1.003973365E+00, 6.927378774E-01
 6.000000000E+00, 1.012107730E+00, 6.978338361E-01
 6.000000000E+00, 1.020234585E+00, 7.027716637E-01
 6.000000000E+00, 1.028355479E+00, 7.075436711E-01
 6.000000000E+00, 1.036471963E+00, 7.121432424E-01
 6.000000000E+00, 1.044585347E+00, 7.165653706E-01
 6.000000000E+00, 1.052697182E+00, 7.208069563E-01
 6.000000000E+00, 1.060809016E+00, 7.248668075E-01
 6.000000000E+00, 1.068922043E+00, 7.287458181E-01
 6.000000000E+00, 1.077037930E+00, 7.324469090E-01
 6.000000000E+00, 1.085160136E+00, 7.359758019E-01
 6.000000000E+00, 1.093292713E+00, 7.393393517E-01
 6.000000000E+00, 1.101436853E+00, 7.425456643E-01
 6.000000000E+00, 1.109594226E+00, 7.456033826E-01
 6.000000000E+00, 1.117766142E+00, 7.485224009E-01
 6.000000000E+00, 1.125954151E+00, 7.513126731E-01
 6.000000000E+00, 1.134159684E+00, 7.539849281E-01
 6.000000000E+00, 1.142384529E+00, 7.565493584E-01
 6.000000000E+00, 1.150630116E+00, 7.590163946E-01
 6.000000000E+00, 1.158897996E+00, 7.613957524E-01
 6.000000000E+00, 1.167189717E+00, 7.636966109E-01
 6.000000000E+00, 1.175507188E+00, 7.659277320E-01
 6.000000000E+00, 1.183851838E+00, 7.680969834E-01
 6.000000000E+00, 1.192225575E+00, 7.702118754E-01
 6.000000000E+00, 1.200630069E+00, 7.722789645E-01
 6.000000000E+00, 1.209067106E+00, 7.743044496E-01
 6.000000000E+00, 1.217538595E+00, 7.762936354E-01
 6.000000000E+00, 1.226046205E+00, 7.782514095E-01
 6.000000000E+00, 1.234592199E+00, 7.801822424E-01
 6.000000000E+00, 1.243178248E+00, 7.820899487E-01
 6.000000000E+00, 1.251806617E+00, 7.839778066E-01
 6.000000000E+00, 1.260479212E+00, 7.858490348E-01
 6.000000000E+00, 1.269198298E+00, 7.877061367E-01
 6.000000000E+00, 1.277966142E+00, 7.895516753E-01
 6.000000000E+00, 1.286784768E+00, 7.913875580E-01
 6.000000000E+00, 1.295656800E+00, 7.932158709E-01
 6.000000000E+00, 1.304584503E+00, 7.950387597E-01
 6.000000000E+00, 1.313570380E+00, 7.968580723E-01
 6.000000000E+00, 1.322617173E+00, 7.986754775E-01
