# Velocity results from CFL3D, Re_H=36,000, SST model
# Note: computed results were quasi-steady
x,y,u
 1.000000000E+00, 1.009876132E+00, 4.894233346E-01
 1.000000000E+00, 1.011361718E+00, 4.951530993E-01
 1.000000000E+00, 1.012839675E+00, 5.008577108E-01
 1.000000000E+00, 1.014318705E+00, 5.065602064E-01
 1.000000000E+00, 1.015807629E+00, 5.122836828E-01
 1.000000000E+00, 1.017307401E+00, 5.180350542E-01
 1.000000000E+00, 1.018818736E+00, 5.238133669E-01
 1.000000000E+00, 1.020342350E+00, 5.296173692E-01
 1.000000000E+00, 1.021879435E+00, 5.354455113E-01
 1.000000000E+00, 1.023430705E+00, 5.412956476E-01
 1.000000000E+00, 1.024997234E+00, 5.471652746E-01
 1.000000000E+00, 1.026580215E+00, 5.530514121E-01
 1.000000000E+00, 1.028180480E+00, 5.589505434E-01
 1.000000000E+00, 1.029799461E+00, 5.648583770E-01
 1.000000000E+00, 1.031438231E+00, 5.707699060E-01
 1.000000000E+00, 1.033098221E+00, 5.766794682E-01
 1.000000000E+00, 1.034780741E+00, 5.825802088E-01
 1.000000000E+00, 1.036487222E+00, 5.884647965E-01
 1.000000000E+00, 1.038219213E+00, 5.943245888E-01
 1.000000000E+00, 1.039978385E+00, 6.001501083E-01
 1.000000000E+00, 1.041766405E+00, 6.059307456E-01
 1.000000000E+00, 1.043585062E+00, 6.116552353E-01
 1.000000000E+00, 1.045436382E+00, 6.173111796E-01
 1.000000000E+00, 1.047322392E+00, 6.228857636E-01
 1.000000000E+00, 1.049245119E+00, 6.283655763E-01
 1.000000000E+00, 1.051206946E+00, 6.337373853E-01
 1.000000000E+00, 1.053210378E+00, 6.389880180E-01
 1.000000000E+00, 1.055257797E+00, 6.441053748E-01
 1.000000000E+00, 1.057352066E+00, 6.490783095E-01
 1.000000000E+00, 1.059496045E+00, 6.538977623E-01
 1.000000000E+00, 1.061692715E+00, 6.585566998E-01
 1.000000000E+00, 1.063945413E+00, 6.630508900E-01
 1.000000000E+00, 1.066257596E+00, 6.673787236E-01
 1.000000000E+00, 1.068632841E+00, 6.715416908E-01
 1.000000000E+00, 1.071074963E+00, 6.755439639E-01
 1.000000000E+00, 1.073588252E+00, 6.793924570E-01
 1.000000000E+00, 1.076176882E+00, 6.830964088E-01
 1.000000000E+00, 1.078845739E+00, 6.866666079E-01
 1.000000000E+00, 1.081599474E+00, 6.901153922E-01
 1.000000000E+00, 1.084443450E+00, 6.934557557E-01
 1.000000000E+00, 1.087383270E+00, 6.967014074E-01
 1.000000000E+00, 1.090424657E+00, 6.998658776E-01
 1.000000000E+00, 1.093573928E+00, 7.029626369E-01
 1.000000000E+00, 1.096837759E+00, 7.060042620E-01
 1.000000000E+00, 1.100223184E+00, 7.090030909E-01
 1.000000000E+00, 1.103737593E+00, 7.119703889E-01
 1.000000000E+00, 1.107388973E+00, 7.149166465E-01
 1.000000000E+00, 1.111185789E+00, 7.178517580E-01
 1.000000000E+00, 1.115136862E+00, 7.207842469E-01
 1.000000000E+00, 1.119251847E+00, 7.237221003E-01
 1.000000000E+00, 1.123540759E+00, 7.266723514E-01
 1.000000000E+00, 1.128014207E+00, 7.296412587E-01
 1.000000000E+00, 1.132683516E+00, 7.326343060E-01
 1.000000000E+00, 1.137560844E+00, 7.356564403E-01
 1.000000000E+00, 1.142658949E+00, 7.387118936E-01
 1.000000000E+00, 1.147991180E+00, 7.418044209E-01
 1.000000000E+00, 1.153571963E+00, 7.449374795E-01
 1.000000000E+00, 1.159416676E+00, 7.481138706E-01
 1.000000000E+00, 1.165541291E+00, 7.513358593E-01
 1.000000000E+00, 1.171962857E+00, 7.546058893E-01
 1.000000000E+00, 1.178699493E+00, 7.579259872E-01
 1.000000000E+00, 1.185770392E+00, 7.612976432E-01
 1.000000000E+00, 1.193195820E+00, 7.647227049E-01
 1.000000000E+00, 1.200997233E+00, 7.682026625E-01
 1.000000000E+00, 1.209197283E+00, 7.717388868E-01
 1.000000000E+00, 1.217820168E+00, 7.753332257E-01
 1.000000000E+00, 1.226891041E+00, 7.789877653E-01
 1.000000000E+00, 1.236445308E+00, 7.827124596E-01
 1.000000000E+00, 1.246588945E+00, 7.865231633E-01
 1.000000000E+00, 1.257356644E+00, 7.904280424E-01
 1.000000000E+00, 1.268784761E+00, 7.944269180E-01
 1.000000000E+00, 1.280911565E+00, 7.985200882E-01
 1.000000000E+00, 1.293777347E+00, 8.027077317E-01
 1.000000000E+00, 1.307424188E+00, 8.069903255E-01
 1.000000000E+00, 1.321896553E+00, 8.113683462E-01
 1.000000000E+00, 1.337240696E+00, 8.158430457E-01
 1.000000000E+00, 1.353505373E+00, 8.204159737E-01
 1.000000000E+00, 1.370741010E+00, 8.250889778E-01
 1.000000000E+00, 1.389000773E+00, 8.298650980E-01
 1.000000000E+00, 1.408339858E+00, 8.347477317E-01
 1.000000000E+00, 1.428815722E+00, 8.397417068E-01
 1.000000000E+00, 1.450488210E+00, 8.448529243E-01
 1.000000000E+00, 1.473419428E+00, 8.500905037E-01
 1.000000000E+00, 1.497673512E+00, 8.554657102E-01
 1.000000000E+00, 1.523316979E+00, 8.609887362E-01
 1.000000000E+00, 1.550418496E+00, 8.666655421E-01
 1.000000000E+00, 1.579048634E+00, 8.725044131E-01
 1.000000000E+00, 1.609279990E+00, 8.785161376E-01
 1.000000000E+00, 1.641186953E+00, 8.847144842E-01
 1.000000000E+00, 1.674845338E+00, 8.911167383E-01
 1.000000000E+00, 1.710332632E+00, 8.977441192E-01
 1.000000000E+00, 1.747727394E+00, 9.046228528E-01
 1.000000000E+00, 1.787108898E+00, 9.117834568E-01
 1.000000000E+00, 1.828557253E+00, 9.192550182E-01
 1.000000000E+00, 1.872152448E+00, 9.270552397E-01
 1.000000000E+00, 1.917974591E+00, 9.351761341E-01
 1.000000000E+00, 1.966102839E+00, 9.435657859E-01
 1.000000000E+00, 2.016615391E+00, 9.521195889E-01
 1.000000000E+00, 2.069588423E+00, 9.606966376E-01
 1.000000000E+00, 2.125096083E+00, 9.691730142E-01
 1.000000000E+00, 2.183209419E+00, 9.774848819E-01
 1.000000000E+00, 2.243995428E+00, 9.855768681E-01
 1.000000000E+00, 2.307517290E+00, 9.932450652E-01
 1.000000000E+00, 2.373832703E+00, 9.999827147E-01
 1.000000000E+00, 2.442992687E+00, 1.005021334E+00
 1.000000000E+00, 2.515042067E+00, 1.007736802E+00
 1.000000000E+00, 2.590017557E+00, 1.008229256E+00
 1.000000000E+00, 2.667947292E+00, 1.007444024E+00
 1.000000000E+00, 2.748849630E+00, 1.006473899E+00
 1.000000000E+00, 2.832732677E+00, 1.005696535E+00
 1.000000000E+00, 2.919592857E+00, 1.004954815E+00
 1.000000000E+00, 3.009414673E+00, 1.004189372E+00
 1.000000000E+00, 3.102169275E+00, 1.003424525E+00
 1.000000000E+00, 3.197814703E+00, 1.002657771E+00
 1.000000000E+00, 3.296294689E+00, 1.001891732E+00
 1.000000000E+00, 3.397537470E+00, 1.001128435E+00
 1.000000000E+00, 3.501456976E+00, 1.000370026E+00
 1.000000000E+00, 3.607951164E+00, 9.996188283E-01
 1.000000000E+00, 3.716902971E+00, 9.988763332E-01
 1.000000000E+00, 3.828179598E+00, 9.981447458E-01
 1.000000000E+00, 3.941633224E+00, 9.974257350E-01
 1.000000000E+00, 4.057101250E+00, 9.967210293E-01
 1.000000000E+00, 4.174407482E+00, 9.960322380E-01
 1.000000000E+00, 4.293362617E+00, 9.953606725E-01
 1.000000000E+00, 4.413764000E+00, 9.947075844E-01
 1.000000000E+00, 4.535399437E+00, 9.940740466E-01
 1.000000000E+00, 4.658046722E+00, 9.934610128E-01
 1.000000000E+00, 4.781475544E+00, 9.928694367E-01
 1.000000000E+00, 4.905449390E+00, 9.922996759E-01
 1.000000000E+00, 5.029727459E+00, 9.917523861E-01
 1.000000000E+00, 5.154065132E+00, 9.912276864E-01
 1.000000000E+00, 5.278218746E+00, 9.907258749E-01
 1.000000000E+00, 5.401944160E+00, 9.902470708E-01
 1.000000000E+00, 5.525001526E+00, 9.897909760E-01
 1.000000000E+00, 5.647155285E+00, 9.893576503E-01
 1.000000000E+00, 5.768176556E+00, 9.889465570E-01
 1.000000000E+00, 5.887844563E+00, 9.885573387E-01
 1.000000000E+00, 6.005949974E+00, 9.881895185E-01
 1.000000000E+00, 6.122292519E+00, 9.878427386E-01
 1.000000000E+00, 6.236685753E+00, 9.875159860E-01
 1.000000000E+00, 6.348957539E+00, 9.872086644E-01
 1.000000000E+00, 6.458948612E+00, 9.869203568E-01
 1.000000000E+00, 6.566515446E+00, 9.866502881E-01
 1.000000000E+00, 6.671530724E+00, 9.863978028E-01
 1.000000000E+00, 6.773881435E+00, 9.861614108E-01
 1.000000000E+00, 6.873472214E+00, 9.859369993E-01
 1.000000000E+00, 6.970221519E+00, 9.857236147E-01
 1.000000000E+00, 7.064064980E+00, 9.855409861E-01
 1.000000000E+00, 7.154951572E+00, 9.854425788E-01
 1.000000000E+00, 7.242846489E+00, 9.854146838E-01
 1.000000000E+00, 7.327727318E+00, 9.850435853E-01
 1.000000000E+00, 7.409585476E+00, 9.831895232E-01
 1.000000000E+00, 7.488424301E+00, 9.784569740E-01
 1.000000000E+00, 7.564259052E+00, 9.706319571E-01
 1.000000000E+00, 7.637114048E+00, 9.611506462E-01
 1.000000000E+00, 7.707024574E+00, 9.513789415E-01
 1.000000000E+00, 7.774034023E+00, 9.414964318E-01
 1.000000000E+00, 7.838192940E+00, 9.312462807E-01
 1.000000000E+00, 7.899559498E+00, 9.206332564E-01
 1.000000000E+00, 7.958196163E+00, 9.099422693E-01
 1.000000000E+00, 8.014171600E+00, 8.994712234E-01
 1.000000000E+00, 8.067558289E+00, 8.893839717E-01
 1.000000000E+00, 8.118432045E+00, 8.797252774E-01
 1.000000000E+00, 8.166871071E+00, 8.704723716E-01
 1.000000000E+00, 8.212956429E+00, 8.615766168E-01
 1.000000000E+00, 8.256769180E+00, 8.529867530E-01
 1.000000000E+00, 8.298392296E+00, 8.446584940E-01
 1.000000000E+00, 8.337908745E+00, 8.365581036E-01
 1.000000000E+00, 8.375400543E+00, 8.286598325E-01
 1.000000000E+00, 8.410949707E+00, 8.209447861E-01
 1.000000000E+00, 8.444638252E+00, 8.133959770E-01
 1.000000000E+00, 8.476546288E+00, 8.059942126E-01
 1.000000000E+00, 8.506752014E+00, 7.987143993E-01
 1.000000000E+00, 8.535332680E+00, 7.915294766E-01
 1.000000000E+00, 8.562361717E+00, 7.844220400E-01
 1.000000000E+00, 8.587914467E+00, 7.773817778E-01
 1.000000000E+00, 8.612060547E+00, 7.704003453E-01
 1.000000000E+00, 8.634868622E+00, 7.634698153E-01
 1.000000000E+00, 8.656404495E+00, 7.565837502E-01
 1.000000000E+00, 8.676732063E+00, 7.497360706E-01
 1.000000000E+00, 8.695914268E+00, 7.429214120E-01
 1.000000000E+00, 8.714008331E+00, 7.361350656E-01
 1.000000000E+00, 8.731071472E+00, 7.293726206E-01
 1.000000000E+00, 8.747159004E+00, 7.226304412E-01
 1.000000000E+00, 8.762321472E+00, 7.159048319E-01
 1.000000000E+00, 8.776609421E+00, 7.091926932E-01
 1.000000000E+00, 8.790069580E+00, 7.024908662E-01
 1.000000000E+00, 8.802747726E+00, 6.957969666E-01
 1.000000000E+00, 8.814686775E+00, 6.891081929E-01
 1.000000000E+00, 8.825927734E+00, 6.824221015E-01
 1.000000000E+00, 8.836508751E+00, 6.757364273E-01
 1.000000000E+00, 8.846467972E+00, 6.690487862E-01
 1.000000000E+00, 8.855840683E+00, 6.623570323E-01
 1.000000000E+00, 8.864658356E+00, 6.556587815E-01
 1.000000000E+00, 8.872954369E+00, 6.489518881E-01
 1.000000000E+00, 8.880758286E+00, 6.422339678E-01
 1.000000000E+00, 8.888097763E+00, 6.355026364E-01
 1.000000000E+00, 8.894999504E+00, 6.287552118E-01
 1.000000000E+00, 8.901489258E+00, 6.219893098E-01
 1.000000000E+00, 8.907591820E+00, 6.152018309E-01
 1.000000000E+00, 8.913328171E+00, 6.083900332E-01
 1.000000000E+00, 8.918721199E+00, 6.015506387E-01
 1.000000000E+00, 8.923790932E+00, 5.946803093E-01
 1.000000000E+00, 8.928555489E+00, 5.877753496E-01
 1.000000000E+00, 8.933032990E+00, 5.808317661E-01
 1.000000000E+00, 8.937240601E+00, 5.738455057E-01
 1.000000000E+00, 8.941195488E+00, 5.668118000E-01
 1.000000000E+00, 8.944911003E+00, 5.597260594E-01
 1.000000000E+00, 8.948401451E+00, 5.525826812E-01
 1.000000000E+00, 8.951682091E+00, 5.453762412E-01
 1.000000000E+00, 8.954763412E+00, 5.381003022E-01
 1.000000000E+00, 8.957657814E+00, 5.307484269E-01
 1.000000000E+00, 8.960377693E+00, 5.233132243E-01
 1.000000000E+00, 8.962932587E+00, 5.157868862E-01
 1.000000000E+00, 8.965332031E+00, 5.081610084E-01
 1.000000000E+00, 8.967585564E+00, 5.004262924E-01
 1.000000000E+00, 8.969702721E+00, 4.925726652E-01
 1.000000000E+00, 8.971691132E+00, 4.845893383E-01
 1.000000000E+00, 8.973558426E+00, 4.764642715E-01
 1.000000000E+00, 8.975313187E+00, 4.681845903E-01
 1.000000000E+00, 8.976960182E+00, 4.597361088E-01
 1.000000000E+00, 8.978507042E+00, 4.511033595E-01
 1.000000000E+00, 8.979959488E+00, 4.422694147E-01
 1.000000000E+00, 8.981324196E+00, 4.332157969E-01
 1.000000000E+00, 8.982604980E+00, 4.239223003E-01
 1.000000000E+00, 8.983808517E+00, 4.143668711E-01
 1.000000000E+00, 8.984937668E+00, 4.045255184E-01
 1.000000000E+00, 8.985999107E+00, 3.943651319E-01
 1.000000000E+00, 8.986994743E+00, 3.838397861E-01
 1.000000000E+00, 8.987930298E+00, 3.729049265E-01
 1.000000000E+00, 8.988808632E+00, 3.615277410E-01
 1.000000000E+00, 8.989633560E+00, 3.496829271E-01
 1.000000000E+00, 8.990407944E+00, 3.373503387E-01
 1.000000000E+00, 8.991134644E+00, 3.245154023E-01
 1.000000000E+00, 8.991817474E+00, 3.111693561E-01
 1.000000000E+00, 8.992458344E+00, 2.973026335E-01
 1.000000000E+00, 8.993061066E+00, 2.828921974E-01
 1.000000000E+00, 8.993625641E+00, 2.679148614E-01
 1.000000000E+00, 8.994156837E+00, 2.523849607E-01
 1.000000000E+00, 8.994654655E+00, 2.363648266E-01
 1.000000000E+00, 8.995122910E+00, 2.199621350E-01
 1.000000000E+00, 8.995561600E+00, 2.033323795E-01
 1.000000000E+00, 8.995974541E+00, 1.866706610E-01
 1.000000000E+00, 8.996361732E+00, 1.701911390E-01
 1.000000000E+00, 8.996725082E+00, 1.540991217E-01
 1.000000000E+00, 8.997066498E+00, 1.385653615E-01
 1.000000000E+00, 8.997386932E+00, 1.237109229E-01
 1.000000000E+00, 8.997687340E+00, 1.096058339E-01
 1.000000000E+00, 8.997969627E+00, 9.627722949E-02
 1.000000000E+00, 8.998234749E+00, 8.372155577E-02
 1.000000000E+00, 8.998484612E+00, 7.191596925E-02
 1.000000000E+00, 8.998718262E+00, 6.082720309E-02
 1.000000000E+00, 8.998937607E+00, 5.041727051E-02
 1.000000000E+00, 8.999143600E+00, 4.064704850E-02
 1.000000000E+00, 8.999337196E+00, 3.147808835E-02
 1.000000000E+00, 8.999519348E+00, 2.287357114E-02
 1.000000000E+00, 8.999689102E+00, 1.479864959E-02
 1.000000000E+00, 8.999849319E+00, 7.220551837E-03
 1.000000000E+00, 9.000000000E+00, 0.000000000E+00
 4.000000000E+00, 0.000000000E+00, 0.000000000E+00
 4.000000000E+00, 1.491991279E-04, -3.880128730E-03
 4.000000000E+00, 3.034094116E-04, -7.834454998E-03
 4.000000000E+00, 4.630724143E-04, -1.190134604E-02
 4.000000000E+00, 6.286503049E-04, -1.608959958E-02
 4.000000000E+00, 8.006272255E-04, -2.040811814E-02
 4.000000000E+00, 9.795111837E-04, -2.486586571E-02
 4.000000000E+00, 1.165835070E-03, -2.947181650E-02
 4.000000000E+00, 1.360159134E-03, -3.423485905E-02
 4.000000000E+00, 1.563072088E-03, -3.916364536E-02
 4.000000000E+00, 1.775193494E-03, -4.426636174E-02
 4.000000000E+00, 1.997175394E-03, -4.955036566E-02
 4.000000000E+00, 2.229704522E-03, -5.502165109E-02
 4.000000000E+00, 2.473504748E-03, -6.068402529E-02
 4.000000000E+00, 2.729339059E-03, -6.653799117E-02
 4.000000000E+00, 2.998012351E-03, -7.257916033E-02
 4.000000000E+00, 3.280373057E-03, -7.879620790E-02
 4.000000000E+00, 3.577317111E-03, -8.516834676E-02
 4.000000000E+00, 3.889790038E-03, -9.166271240E-02
 4.000000000E+00, 4.218789749E-03, -9.823197126E-02
 4.000000000E+00, 4.565369803E-03, -1.048132256E-01
 4.000000000E+00, 4.930642899E-03, -1.113292128E-01
 4.000000000E+00, 5.315783899E-03, -1.176924556E-01
 4.000000000E+00, 5.722032860E-03, -1.238127425E-01
 4.000000000E+00, 6.150700618E-03, -1.296063066E-01
 4.000000000E+00, 6.603169255E-03, -1.350047439E-01
 4.000000000E+00, 7.080899552E-03, -1.399613917E-01
 4.000000000E+00, 7.585432846E-03, -1.444535255E-01
 4.000000000E+00, 8.118395694E-03, -1.484807283E-01
 4.000000000E+00, 8.681505919E-03, -1.520604938E-01
 4.000000000E+00, 9.276572615E-03, -1.552224159E-01
 4.000000000E+00, 9.905505925E-03, -1.580029577E-01
 4.000000000E+00, 1.057032123E-02, -1.604408622E-01
 4.000000000E+00, 1.127313823E-02, -1.625741869E-01
 4.000000000E+00, 1.201619487E-02, -1.644383073E-01
 4.000000000E+00, 1.280184276E-02, -1.660650969E-01
 4.000000000E+00, 1.363256015E-02, -1.674823612E-01
 4.000000000E+00, 1.451095287E-02, -1.687142700E-01
 4.000000000E+00, 1.543976087E-02, -1.697813570E-01
 4.000000000E+00, 1.642186195E-02, -1.707010269E-01
 4.000000000E+00, 1.746027544E-02, -1.714880019E-01
 4.000000000E+00, 1.855817065E-02, -1.721545756E-01
 4.000000000E+00, 1.971887052E-02, -1.727111489E-01
 4.000000000E+00, 2.094585076E-02, -1.731663346E-01
 4.000000000E+00, 2.224275284E-02, -1.735273153E-01
 4.000000000E+00, 2.361337468E-02, -1.738000810E-01
 4.000000000E+00, 2.506168745E-02, -1.739895940E-01
 4.000000000E+00, 2.659182623E-02, -1.740998775E-01
 4.000000000E+00, 2.820809931E-02, -1.741342098E-01
 4.000000000E+00, 2.991498262E-02, -1.740952432E-01
 4.000000000E+00, 3.171712533E-02, -1.739849895E-01
 4.000000000E+00, 3.361934423E-02, -1.738049835E-01
 4.000000000E+00, 3.562662005E-02, -1.735564023E-01
 4.000000000E+00, 3.774409369E-02, -1.732398868E-01
 4.000000000E+00, 3.997706622E-02, -1.728557944E-01
 4.000000000E+00, 4.233097658E-02, -1.724042147E-01
 4.000000000E+00, 4.481140897E-02, -1.718848050E-01
 4.000000000E+00, 4.742406681E-02, -1.712971181E-01
 4.000000000E+00, 5.017476901E-02, -1.706403047E-01
 4.000000000E+00, 5.306942016E-02, -1.699134260E-01
 4.000000000E+00, 5.611399934E-02, -1.691152155E-01
 4.000000000E+00, 5.931453779E-02, -1.682442427E-01
 4.000000000E+00, 6.267708540E-02, -1.672988832E-01
 4.000000000E+00, 6.620769203E-02, -1.662773341E-01
 4.000000000E+00, 6.991236657E-02, -1.651775837E-01
 4.000000000E+00, 7.379703224E-02, -1.639974862E-01
 4.000000000E+00, 7.786751539E-02, -1.627346873E-01
 4.000000000E+00, 8.212947100E-02, -1.613867283E-01
 4.000000000E+00, 8.658834547E-02, -1.599509716E-01
 4.000000000E+00, 9.124935418E-02, -1.584245861E-01
 4.000000000E+00, 9.611737728E-02, -1.568047255E-01
 4.000000000E+00, 1.011969596E-01, -1.550883204E-01
 4.000000000E+00, 1.064922065E-01, -1.532722265E-01
 4.000000000E+00, 1.120067686E-01, -1.513531953E-01
 4.000000000E+00, 1.177437529E-01, -1.493278891E-01
 4.000000000E+00, 1.237056628E-01, -1.471928954E-01
 4.000000000E+00, 1.298943758E-01, -1.449447721E-01
 4.000000000E+00, 1.363110244E-01, -1.425800323E-01
 4.000000000E+00, 1.429560333E-01, -1.400951594E-01
 4.000000000E+00, 1.498289704E-01, -1.374866813E-01
 4.000000000E+00, 1.569285691E-01, -1.347511858E-01
 4.000000000E+00, 1.642526984E-01, -1.318853050E-01
 4.000000000E+00, 1.717982590E-01, -1.288857907E-01
 4.000000000E+00, 1.795612723E-01, -1.257495433E-01
 4.000000000E+00, 1.875367612E-01, -1.224736646E-01
 4.000000000E+00, 1.957188249E-01, -1.190554127E-01
 4.000000000E+00, 2.041006386E-01, -1.154923663E-01
 4.000000000E+00, 2.126744539E-01, -1.117823422E-01
 4.000000000E+00, 2.214316726E-01, -1.079235077E-01
 4.000000000E+00, 2.303628474E-01, -1.039143875E-01
 4.000000000E+00, 2.394578308E-01, -9.975387156E-02
 4.000000000E+00, 2.487057447E-01, -9.544127434E-02
 4.000000000E+00, 2.580951750E-01, -9.097631276E-02
 4.000000000E+00, 2.676141858E-01, -8.635914326E-02
 4.000000000E+00, 2.772505283E-01, -8.159037679E-02
 4.000000000E+00, 2.869916260E-01, -7.667099684E-02
 4.000000000E+00, 2.968248427E-01, -7.160247117E-02
 4.000000000E+00, 3.067375124E-01, -6.638658047E-02
 4.000000000E+00, 3.167170882E-01, -6.102546677E-02
 4.000000000E+00, 3.267513216E-01, -5.552158505E-02
 4.000000000E+00, 3.368283808E-01, -4.987762123E-02
 4.000000000E+00, 3.469369113E-01, -4.409641773E-02
 4.000000000E+00, 3.570661843E-01, -3.818093985E-02
 4.000000000E+00, 3.672063053E-01, -3.213414177E-02
 4.000000000E+00, 3.773481846E-01, -2.595894039E-02
 4.000000000E+00, 3.874836862E-01, -1.965807006E-02
 4.000000000E+00, 3.976057470E-01, -1.323403139E-02
 4.000000000E+00, 4.077083766E-01, -6.688981783E-03
 4.000000000E+00, 4.177867472E-01, -2.459020652E-05
 4.000000000E+00, 4.278372228E-01, 6.775721908E-03
 4.000000000E+00, 4.378574789E-01, 1.377536729E-02
 4.000000000E+00, 4.478463233E-01, 2.105993591E-02
 4.000000000E+00, 4.578039348E-01, 2.867639996E-02
 4.000000000E+00, 4.677316844E-01, 3.662160784E-02
 4.000000000E+00, 4.776322544E-01, 4.486641660E-02
 4.000000000E+00, 4.875094593E-01, 5.337341502E-02
 4.000000000E+00, 4.973684549E-01, 6.210840121E-02
 4.000000000E+00, 5.072153807E-01, 7.104633003E-02
 4.000000000E+00, 5.170577168E-01, 8.017309755E-02
 4.000000000E+00, 5.269038081E-01, 8.948470652E-02
 4.000000000E+00, 5.367631316E-01, 9.898531437E-02
 4.000000000E+00, 5.466462970E-01, 1.086850092E-01
 4.000000000E+00, 5.565645695E-01, 1.185978279E-01
 4.000000000E+00, 5.665303469E-01, 1.287402511E-01
 4.000000000E+00, 5.765568614E-01, 1.391301453E-01
 4.000000000E+00, 5.866580606E-01, 1.497860402E-01
 4.000000000E+00, 5.968486667E-01, 1.607268304E-01
 4.000000000E+00, 6.071442962E-01, 1.719711721E-01
 4.000000000E+00, 6.175611019E-01, 1.834713966E-01
 4.000000000E+00, 6.278738976E-01, 1.950685084E-01
 4.000000000E+00, 6.379622221E-01, 2.066187710E-01
 4.000000000E+00, 6.478335261E-01, 2.180748284E-01
 4.000000000E+00, 6.574950814E-01, 2.294256389E-01
 4.000000000E+00, 6.669541597E-01, 2.406611443E-01
 4.000000000E+00, 6.762180924E-01, 2.517721653E-01
 4.000000000E+00, 6.852939129E-01, 2.627505064E-01
 4.000000000E+00, 6.941888332E-01, 2.735890448E-01
 4.000000000E+00, 7.029097676E-01, 2.842815220E-01
 4.000000000E+00, 7.114635706E-01, 2.948226333E-01
 4.000000000E+00, 7.198569179E-01, 3.052079678E-01
 4.000000000E+00, 7.280963063E-01, 3.154339790E-01
 4.000000000E+00, 7.361881137E-01, 3.254977465E-01
 4.000000000E+00, 7.441385388E-01, 3.353973329E-01
 4.000000000E+00, 7.519535422E-01, 3.451311886E-01
 4.000000000E+00, 7.596390247E-01, 3.546985984E-01
 4.000000000E+00, 7.672005892E-01, 3.640992045E-01
 4.000000000E+00, 7.746436596E-01, 3.733333051E-01
 4.000000000E+00, 7.819736004E-01, 3.824015558E-01
 4.000000000E+00, 7.891953588E-01, 3.913050592E-01
 4.000000000E+00, 7.963139415E-01, 4.000451863E-01
 4.000000000E+00, 8.033339977E-01, 4.086237550E-01
 4.000000000E+00, 8.102601171E-01, 4.170427620E-01
 4.000000000E+00, 8.170966506E-01, 4.253045022E-01
 4.000000000E+00, 8.238478303E-01, 4.334113002E-01
 4.000000000E+00, 8.305176497E-01, 4.413660467E-01
 4.000000000E+00, 8.371100426E-01, 4.491715729E-01
 4.000000000E+00, 8.436287045E-01, 4.568311572E-01
 4.000000000E+00, 8.500772119E-01, 4.643482864E-01
 4.000000000E+00, 8.564589620E-01, 4.717273414E-01
 4.000000000E+00, 8.627773523E-01, 4.789738953E-01
 4.000000000E+00, 8.690354228E-01, 4.860958457E-01
 4.000000000E+00, 8.752363324E-01, 4.931055009E-01
 4.000000000E+00, 8.813829422E-01, 5.000239015E-01
 4.000000000E+00, 8.874780536E-01, 5.068888664E-01
 4.000000000E+00, 8.935243487E-01, 5.137419105E-01
 4.000000000E+00, 8.995244503E-01, 5.206009150E-01
 4.000000000E+00, 9.054808617E-01, 5.274652243E-01
 4.000000000E+00, 9.113958478E-01, 5.343329310E-01
 4.000000000E+00, 9.172718525E-01, 5.412019491E-01
 4.000000000E+00, 9.231110215E-01, 5.480704308E-01
 4.000000000E+00, 9.289155006E-01, 5.549359918E-01
 4.000000000E+00, 9.346873164E-01, 5.617967248E-01
 4.000000000E+00, 9.404284954E-01, 5.686501265E-01
 4.000000000E+00, 9.461408854E-01, 5.754937530E-01
 4.000000000E+00, 9.518263936E-01, 5.823251605E-01
 4.000000000E+00, 9.574867487E-01, 5.891413689E-01
 4.000000000E+00, 9.631237388E-01, 5.959395766E-01
 4.000000000E+00, 9.687389135E-01, 6.027163267E-01
 4.000000000E+00, 9.743340611E-01, 6.094681025E-01
 4.000000000E+00, 9.799106121E-01, 6.161910295E-01
 4.000000000E+00, 9.854701161E-01, 6.228808165E-01
 4.000000000E+00, 9.910140634E-01, 6.295327544E-01
 4.000000000E+00, 9.965439439E-01, 6.361417174E-01
 4.000000000E+00, 1.002061009E+00, 6.427021623E-01
 4.000000000E+00, 1.007566810E+00, 6.492081881E-01
 4.000000000E+00, 1.013062596E+00, 6.556534171E-01
 4.000000000E+00, 1.018549681E+00, 6.620307565E-01
 4.000000000E+00, 1.024029255E+00, 6.683327556E-01
 4.000000000E+00, 1.029502630E+00, 6.745511889E-01
 4.000000000E+00, 1.034971118E+00, 6.806775331E-01
 4.000000000E+00, 1.040435791E+00, 6.867026091E-01
 4.000000000E+00, 1.045897961E+00, 6.926169395E-01
 4.000000000E+00, 1.051358581E+00, 6.984116435E-01
 4.000000000E+00, 1.056823611E+00, 7.040798068E-01
 4.000000000E+00, 1.062298656E+00, 7.096143365E-01
 4.000000000E+00, 1.067785144E+00, 7.150053978E-01
 4.000000000E+00, 1.073284030E+00, 7.202422619E-01
 4.000000000E+00, 1.078796625E+00, 7.253149748E-01
 4.000000000E+00, 1.084324241E+00, 7.302139401E-01
 4.000000000E+00, 1.089868069E+00, 7.349311113E-01
 4.000000000E+00, 1.095429659E+00, 7.394598722E-01
 4.000000000E+00, 1.101010084E+00, 7.437955141E-01
 4.000000000E+00, 1.106611013E+00, 7.479351163E-01
 4.000000000E+00, 1.112233639E+00, 7.518779635E-01
 4.000000000E+00, 1.117879629E+00, 7.556260824E-01
 4.000000000E+00, 1.123550415E+00, 7.591829896E-01
